province,ward,provinceShort,wardShort,wardType,provinceCode,provinceLat,provinceLon,wardCode,wardLat,wardLon,wardAreaKm2
Tỉnh Sơn La,Xã Mai Sơn,Sơn La,Mai Sơn,Xã,15,21.1947,104.069,522.0,21.1465,104.168,164.4
Tỉnh Sơn La,Xã Chiềng Sung,Sơn La,Chiềng Sung,Xã,15,21.1947,104.069,513.0,21.2962,104.106,109.28
Tỉnh Sơn La,Xã Chiềng Mung,Sơn La,Chiềng Mung,Xã,15,21.1947,104.069,508.0,21.255,104.07,142.14
Tỉnh Sơn La,Xã Mường Chanh,Sơn La,Mường Chanh,Xã,15,21.1947,104.069,529.0,21.206,103.879,65.48
Tỉnh Sơn La,Xã Chiềng Mai,Sơn La,Chiềng Mai,Xã,15,21.1947,104.069,507.0,21.1813,103.977,151.85
Tỉnh Sơn La,Xã Tà Hộc,Sơn La,Tà Hộc,Xã,15,21.1947,104.069,555.0,21.238,104.192,149.56
Tỉnh Sơn La,Xã Phiêng Cằm,Sơn La,Phiêng Cằm,Xã,15,21.1947,104.069,545.0,21.124,103.843,280.33
Tỉnh Sơn La,Xã Phiêng Pằn,Sơn La,Phiêng Pằn,Xã,15,21.1947,104.069,547.0,21.0585,104.061,320.65
Tỉnh Sơn La,Xã Sông Mã,Sơn La,Sông Mã,Xã,15,21.1947,104.069,552.0,21.0923,103.733,105.99
Tỉnh Sơn La,Xã Bó Sinh,Sơn La,Bó Sinh,Xã,15,21.1947,104.069,498.0,21.2218,103.49,153.83
Tỉnh Sơn La,Xã Nậm Ty,Sơn La,Nậm Ty,Xã,15,21.1947,104.069,542.0,21.2238,103.653,201.89
Tỉnh Sơn La,Xã Mường Lầm,Sơn La,Mường Lầm,Xã,15,21.1947,104.069,537.0,21.1067,103.449,167.1
Tỉnh Sơn La,Xã Chiềng Sơ,Sơn La,Chiềng Sơ,Xã,15,21.1947,104.069,511.0,21.1463,103.597,140.31
Tỉnh Sơn La,Xã Huổi Một,Sơn La,Huổi Một,Xã,15,21.1947,104.069,517.0,21.0371,103.634,240.66
Tỉnh Sơn La,Xã Chiềng Khoong,Sơn La,Chiềng Khoong,Xã,15,21.1947,104.069,503.0,20.9598,103.767,253.87
Tỉnh Sơn La,Xã Mường Hung,Sơn La,Mường Hung,Xã,15,21.1947,104.069,534.0,20.9653,103.875,226.09
Tỉnh Sơn La,Xã Chiềng Khương,Sơn La,Chiềng Khương,Xã,15,21.1947,104.069,504.0,20.9519,103.987,149.82
Tỉnh Sơn La,Xã Púng Bánh,Sơn La,Púng Bánh,Xã,15,21.1947,104.069,549.0,21.0027,103.448,364.64
Tỉnh Sơn La,Xã Sốp Cộp,Sơn La,Sốp Cộp,Xã,15,21.1947,104.069,553.0,20.8366,103.569,466.95
Tỉnh Sơn La,Xã Mường Lèo,Sơn La,Mường Lèo,Xã,15,21.1947,104.069,539.0,20.8929,103.351,375.76
Tỉnh Sơn La,Xã Mường Lạn,Sơn La,Mường Lạn,Xã,15,21.1947,104.069,538.0,20.7685,103.709,264.89
Tỉnh Sơn La,Xã Tô Múa,Sơn La,Tô Múa,Xã,15,21.1947,104.069,563.0,20.9151,104.822,181.98
Tỉnh Sơn La,Xã Song Khủa,Sơn La,Song Khủa,Xã,15,21.1947,104.069,551.0,20.9154,104.913,192.45
Tỉnh Sơn La,Xã Vân Hồ,Sơn La,Vân Hồ,Xã,15,21.1947,104.069,565.0,20.7914,104.94,268.4
Tỉnh Sơn La,Xã Xuân Nha,Sơn La,Xuân Nha,Xã,15,21.1947,104.069,568.0,20.6658,104.756,263.37
Tỉnh Lào Cai,Phường Văn Phú,Lào Cai,Văn Phú,Phường,9,22.0605,104.347,400.0,21.6944,104.948,51.46
Tỉnh Lào Cai,Phường Yên Bái,Lào Cai,Yên Bái,Phường,9,22.0605,104.347,407.0,21.719,104.896,16.92
Tỉnh Lào Cai,Phường Nam Cường,Lào Cai,Nam Cường,Phường,9,22.0605,104.347,364.0,21.748,104.879,46.09
Tỉnh Lào Cai,Phường Âu Lâu,Lào Cai,Âu Lâu,Phường,9,22.0605,104.347,312.0,21.6592,104.909,66.17
Tỉnh Lào Cai,Phường Nghĩa Lộ,Lào Cai,Nghĩa Lộ,Phường,9,22.0605,104.347,367.0,21.5935,104.481,17.07
Tỉnh Lào Cai,Phường Trung Tâm,Lào Cai,Trung Tâm,Phường,9,22.0605,104.347,396.0,21.5919,104.539,43.15
Tỉnh Lào Cai,Phường Cầu Thia,Lào Cai,Cầu Thia,Phường,9,22.0605,104.347,328.0,21.5515,104.502,31.84
Tỉnh Lào Cai,Xã Liên Sơn,Lào Cai,Liên Sơn,Xã,9,22.0605,104.347,350.0,21.642,104.494,120.21
Tỉnh Lào Cai,Xã Lục Yên,Lào Cai,Lục Yên,Xã,9,22.0605,104.347,351.0,22.1181,104.779,79.94
Tỉnh Lào Cai,Xã Lâm Thượng,Lào Cai,Lâm Thượng,Xã,9,22.0605,104.347,347.0,22.2287,104.669,128.0
Tỉnh Lào Cai,Xã Tân Lĩnh,Lào Cai,Tân Lĩnh,Xã,9,22.0605,104.347,388.0,22.0941,104.729,147.75
Tỉnh Lào Cai,Xã Mường Lai,Lào Cai,Mường Lai,Xã,9,22.0605,104.347,361.0,22.0682,104.838,143.84
Tỉnh Lào Cai,Xã Khánh Hòa,Lào Cai,Khánh Hòa,Xã,9,22.0605,104.347,343.0,22.1125,104.649,149.77
Tỉnh Lào Cai,Xã Phúc Lợi,Lào Cai,Phúc Lợi,Xã,9,22.0605,104.347,376.0,22.0076,104.704,160.71
Tỉnh Lào Cai,Xã Mậu A,Lào Cai,Mậu A,Xã,9,22.0605,104.347,354.0,21.8958,104.701,144.52
Tỉnh Lào Cai,Xã Lâm Giang,Lào Cai,Lâm Giang,Xã,9,22.0605,104.347,346.0,22.1039,104.484,179.48
Tỉnh Lào Cai,Xã Châu Quế,Lào Cai,Châu Quế,Xã,9,22.0605,104.347,330.0,22.0246,104.458,162.25
Tỉnh Lào Cai,Xã Đông Cuông,Lào Cai,Đông Cuông,Xã,9,22.0605,104.347,336.0,21.9769,104.597,146.3
Tỉnh Lào Cai,Xã Phong Dụ Hạ,Lào Cai,Phong Dụ Hạ,Xã,9,22.0605,104.347,372.0,21.9059,104.489,138.39
Tỉnh Lào Cai,Xã Tân Hợp,Lào Cai,Tân Hợp,Xã,9,22.0605,104.347,387.0,21.8273,104.577,200.45
Tỉnh Lào Cai,Xã Phong Dụ Thượng,Lào Cai,Phong Dụ Thượng,Xã,9,22.0605,104.347,373.0,21.8311,104.431,195.21
Tỉnh Lào Cai,Xã Xuân Ái,Lào Cai,Xuân Ái,Xã,9,22.0605,104.347,403.0,21.8067,104.697,123.93
Tỉnh Lào Cai,Xã Mỏ Vàng,Lào Cai,Mỏ Vàng,Xã,9,22.0605,104.347,356.0,21.7126,104.634,167.617
Tỉnh Lào Cai,Xã Mù Cang Chải,Lào Cai,Mù Cang Chải,Xã,9,22.0605,104.347,357.0,21.8563,104.119,146.95
Tỉnh Lào Cai,Xã Khao Mang,Lào Cai,Khao Mang,Xã,9,22.0605,104.347,345.0,21.8999,103.974,120.06
Tỉnh Lào Cai,Xã Nậm Có,Lào Cai,Nậm Có,Xã,9,22.0605,104.347,363.0,21.8586,104.294,201.6
Tỉnh Lào Cai,Xã Lao Chải,Lào Cai,Lao Chải,Xã,9,22.0605,104.347,349.0,21.818,104.0,157.99
Tỉnh Lào Cai,Xã Tú Lệ,Lào Cai,Tú Lệ,Xã,9,22.0605,104.347,397.0,21.7832,104.26,115.35
Tỉnh Lào Cai,Xã Púng Luông,Lào Cai,Púng Luông,Xã,9,22.0605,104.347,377.0,21.7264,104.196,253.24
Tỉnh Lào Cai,Xã Chế Tạo,Lào Cai,Chế Tạo,Xã,9,22.0605,104.347,331.0,21.7104,104.037,234.44
Tỉnh Lào Cai,Xã Trấn Yên,Lào Cai,Trấn Yên,Xã,9,22.0605,104.347,394.0,21.8103,104.816,110.72
Tỉnh Lào Cai,Xã Quy Mông,Lào Cai,Quy Mông,Xã,9,22.0605,104.347,378.0,21.722,104.757,149.17
Tỉnh Lào Cai,Xã Lương Thịnh,Lào Cai,Lương Thịnh,Xã,9,22.0605,104.347,353.0,21.6416,104.787,94.21
Tỉnh Lào Cai,Xã Việt Hồng,Lào Cai,Việt Hồng,Xã,9,22.0605,104.347,401.0,21.5998,104.851,101.37
Tỉnh Lào Cai,Xã Hưng Khánh,Lào Cai,Hưng Khánh,Xã,9,22.0605,104.347,342.0,21.592,104.716,122.18
Tỉnh Lào Cai,Xã Hạnh Phúc,Lào Cai,Hạnh Phúc,Xã,9,22.0605,104.347,340.0,21.4875,104.347,193.85
Tỉnh Lào Cai,Xã Trạm Tấu,Lào Cai,Trạm Tấu,Xã,9,22.0605,104.347,393.0,21.568,104.404,238.29
Tỉnh Lào Cai,Xã Phình Hồ,Lào Cai,Phình Hồ,Xã,9,22.0605,104.347,371.0,21.4412,104.499,226.02
Tỉnh Lào Cai,Xã Tà Xi Láng,Lào Cai,Tà Xi Láng,Xã,9,22.0605,104.347,386.0,21.4804,104.6,88.5022
Tỉnh Lào Cai,Xã Thượng Bằng La,Lào Cai,Thượng Bằng La,Xã,9,22.0605,104.347,391.0,21.4057,104.771,111.61
Tỉnh Lào Cai,Xã Gia Hội,Lào Cai,Gia Hội,Xã,9,22.0605,104.347,338.0,21.7075,104.39,213.25
Tỉnh Lào Cai,Xã Sơn Lương,Lào Cai,Sơn Lương,Xã,9,22.0605,104.347,382.0,21.7017,104.52,96.92
Tỉnh Lào Cai,Xã Văn Chấn,Lào Cai,Văn Chấn,Xã,9,22.0605,104.347,399.0,21.5809,104.617,140.24
Tỉnh Lào Cai,Xã Chấn Thịnh,Lào Cai,Chấn Thịnh,Xã,9,22.0605,104.347,329.0,21.5087,104.814,120.54
Tỉnh Lào Cai,Xã Cát Thịnh,Lào Cai,Cát Thịnh,Xã,9,22.0605,104.347,327.0,21.4558,104.682,169.11
Tỉnh Lào Cai,Xã Nghĩa Tâm,Lào Cai,Nghĩa Tâm,Xã,9,22.0605,104.347,368.0,21.4129,104.854,133.1
Tỉnh Lào Cai,Xã Yên Bình,Lào Cai,Yên Bình,Xã,9,22.0605,104.347,408.0,22.036,104.393,9.0
Tỉnh Lào Cai,Xã Thác Bà,Lào Cai,Thác Bà,Xã,9,22.0605,104.347,390.0,21.7704,105.039,142.54
Tỉnh Lào Cai,Xã Cảm Nhân,Lào Cai,Cảm Nhân,Xã,9,22.0605,104.347,325.0,22.0006,104.928,151.77
Tỉnh Lào Cai,Xã Bảo Ái,Lào Cai,Bảo Ái,Xã,9,22.0605,104.347,318.0,21.8976,104.846,163.41
Tỉnh Lào Cai,Xã Yên Thành,Lào Cai,Yên Thành,Xã,9,22.0605,104.347,409.0,21.9051,104.963,38.13
Tỉnh Phú Thọ,Phường Thống Nhất,Phú Thọ,Thống Nhất,Phường,12,20.7065,105.333,893.0,20.7815,105.334,55.21
Tỉnh Phú Thọ,Phường Tân Hòa,Phú Thọ,Tân Hòa,Phường,12,20.7065,105.333,878.0,20.8729,105.319,56.98
Tỉnh Phú Thọ,Phường Hòa Bình,Phú Thọ,Hòa Bình,Phường,12,20.7065,105.333,820.0,20.837,105.352,39.32
Tỉnh Phú Thọ,Phường Kỳ Sơn,Phú Thọ,Kỳ Sơn,Phường,12,20.7065,105.333,831.0,20.8817,105.404,115.7
Tỉnh Phú Thọ,Xã Thịnh Minh,Phú Thọ,Thịnh Minh,Xã,12,20.7065,105.333,890.0,20.9701,105.379,89.21
Tỉnh Phú Thọ,Xã Đà Bắc,Phú Thọ,Đà Bắc,Xã,12,20.7065,105.333,804.0,20.8729,105.251,136.8
Tỉnh Phú Thọ,Xã Đức Nhàn,Phú Thọ,Đức Nhàn,Xã,12,20.7065,105.333,814.0,21.035,104.914,107.6
Tỉnh Phú Thọ,Xã Tân Pheo,Phú Thọ,Tân Pheo,Xã,12,20.7065,105.333,881.0,20.9798,105.048,139.38
Tỉnh Phú Thọ,Xã Cao Sơn,Phú Thọ,Cao Sơn,Xã,12,20.7065,105.333,799.0,20.8928,105.152,124.93
Tỉnh Phú Thọ,Xã Quy Đức,Phú Thọ,Quy Đức,Xã,12,20.7065,105.333,867.0,20.8893,105.056,146.97
Tỉnh Phú Thọ,Xã Tiền Phong,Phú Thọ,Tiền Phong,Xã,12,20.7065,105.333,900.0,20.7831,105.128,116.31
Tỉnh Phú Thọ,Xã Lương Sơn,Phú Thọ,Lương Sơn,Xã,12,20.7065,105.333,843.0,21.4722,104.934,131.24
Tỉnh Phú Thọ,Xã Liên Sơn,Phú Thọ,Liên Sơn,Xã,12,20.7065,105.333,841.0,20.8254,105.537,120.21
Tỉnh Phú Thọ,Xã Cao Dương,Phú Thọ,Cao Dương,Xã,12,20.7065,105.333,797.0,20.6962,105.634,113.38
Tỉnh Phú Thọ,Xã Kim Bôi,Phú Thọ,Kim Bôi,Xã,12,20.7065,105.333,830.0,20.6573,105.523,64.57
Tỉnh Phú Thọ,Xã Nật Sơn,Phú Thọ,Nật Sơn,Xã,12,20.7065,105.333,853.0,20.7602,105.494,154.65
Tỉnh Phú Thọ,Xã Mường Động,Phú Thọ,Mường Động,Xã,12,20.7065,105.333,849.0,20.6924,105.436,144.69
Tỉnh Phú Thọ,Xã Hợp Kim,Phú Thọ,Hợp Kim,Xã,12,20.7065,105.333,824.0,20.6523,105.589,86.29
Tỉnh Phú Thọ,Xã Dũng Tiến,Phú Thọ,Dũng Tiến,Xã,12,20.7065,105.333,815.0,20.5615,105.641,101.1
Tỉnh Phú Thọ,Xã Cao Phong,Phú Thọ,Cao Phong,Xã,12,20.7065,105.333,798.0,20.7017,105.362,77.76
Tỉnh Phú Thọ,Xã Thung Nai,Phú Thọ,Thung Nai,Xã,12,20.7065,105.333,895.0,20.7472,105.262,86.34
Tỉnh Phú Thọ,Xã Mường Thàng,Phú Thọ,Mường Thàng,Xã,12,20.7065,105.333,851.0,20.6417,105.337,91.58
Tỉnh Phú Thọ,Xã Tân Lạc,Phú Thọ,Tân Lạc,Xã,12,20.7065,105.333,879.0,20.5633,105.318,139.9
Tỉnh Phú Thọ,Xã Mường Hoa,Phú Thọ,Mường Hoa,Xã,12,20.7065,105.333,850.0,20.71,105.19,104.54
Tỉnh Phú Thọ,Xã Mường Bi,Phú Thọ,Mường Bi,Xã,12,20.7065,105.333,848.0,20.6312,105.192,94.79
Tỉnh Phú Thọ,Xã Vân Sơn,Phú Thọ,Vân Sơn,Xã,12,20.7065,105.333,909.0,20.5441,105.198,120.53
Tỉnh Phú Thọ,Xã Toàn Thắng,Phú Thọ,Toàn Thắng,Xã,12,20.7065,105.333,901.0,20.5475,105.259,71.11
Tỉnh Phú Thọ,Xã Tân Mai,Phú Thọ,Tân Mai,Xã,12,20.7065,105.333,880.0,20.7768,105.057,130.71
Tỉnh Phú Thọ,Xã Mai Châu,Phú Thọ,Mai Châu,Xã,12,20.7065,105.333,844.0,20.693,105.054,147.74
Tỉnh Phú Thọ,Xã Pà Cò,Phú Thọ,Pà Cò,Xã,12,20.7065,105.333,858.0,20.7119,104.887,115.76
Tỉnh Phú Thọ,Xã Bao La,Phú Thọ,Bao La,Xã,12,20.7065,105.333,791.0,20.6463,104.977,104.27
Tỉnh Phú Thọ,Xã Mai Hạ,Phú Thọ,Mai Hạ,Xã,12,20.7065,105.333,845.0,20.6088,105.051,71.86
Tỉnh Phú Thọ,Xã Lạc Sơn,Phú Thọ,Lạc Sơn,Xã,12,20.7065,105.333,833.0,20.455,105.483,58.1
Tỉnh Phú Thọ,Xã Mường Vang,Phú Thọ,Mường Vang,Xã,12,20.7065,105.333,852.0,20.5841,105.461,69.79
Tỉnh Phú Thọ,Xã Thượng Cốc,Phú Thọ,Thượng Cốc,Xã,12,20.7065,105.333,896.0,20.5256,105.391,58.38
Tỉnh Phú Thọ,Xã Nhân Nghĩa,Phú Thọ,Nhân Nghĩa,Xã,12,20.7065,105.333,856.0,20.5403,105.494,81.37
Tỉnh Phú Thọ,Xã Quyết Thắng,Phú Thọ,Quyết Thắng,Xã,12,20.7065,105.333,868.0,20.4744,105.363,59.66
Tỉnh Phú Thọ,Xã Yên Phú,Phú Thọ,Yên Phú,Xã,12,20.7065,105.333,930.0,20.4929,105.487,63.7
Tỉnh Phú Thọ,Xã Ngọc Sơn,Phú Thọ,Ngọc Sơn,Xã,12,20.7065,105.333,854.0,20.4214,105.362,114.63
Tỉnh Phú Thọ,Xã Đại Đồng,Phú Thọ,Đại Đồng,Xã,12,20.7065,105.333,806.0,20.4045,105.504,81.37
Tỉnh Phú Thọ,Xã Yên Thủy,Phú Thọ,Yên Thủy,Xã,12,20.7065,105.333,932.0,20.3865,105.602,76.19
Tỉnh Phú Thọ,Xã Lạc Lương,Phú Thọ,Lạc Lương,Xã,12,20.7065,105.333,832.0,20.4742,105.609,130.41
Tỉnh Phú Thọ,Xã Yên Trị,Phú Thọ,Yên Trị,Xã,12,20.7065,105.333,933.0,20.3708,105.678,89.21
Tỉnh Phú Thọ,Xã An Nghĩa,Phú Thọ,An Nghĩa,Xã,12,20.7065,105.333,787.0,20.5722,105.712,95.73
Tỉnh Phú Thọ,Xã Lạc Thủy,Phú Thọ,Lạc Thủy,Xã,12,20.7065,105.333,834.0,20.476,105.799,90.69
Tỉnh Phú Thọ,Xã An Bình,Phú Thọ,An Bình,Xã,12,20.7065,105.333,786.0,20.4758,105.704,127.41
Tỉnh Thái Nguyên,Phường Quan Triều,Thái Nguyên,Quan Triều,Phường,10,22.0239,105.824,629.0,21.6301,105.795,24.72
Tỉnh Thái Nguyên,Phường Phan Đình Phùng,Thái Nguyên,Phan Đình Phùng,Phường,10,22.0239,105.824,615.0,21.5887,105.834,14.73
Tỉnh Thái Nguyên,Phường Quyết Thắng,Thái Nguyên,Quyết Thắng,Phường,10,22.0239,105.824,632.0,21.5819,105.794,24.43
Tỉnh Thái Nguyên,Phường Gia Sàng,Thái Nguyên,Gia Sàng,Phường,10,22.0239,105.824,598.0,21.5621,105.882,25.47
Tỉnh Thái Nguyên,Phường Tích Lương,Thái Nguyên,Tích Lương,Phường,10,22.0239,105.824,645.0,21.5431,105.851,23.56
Tỉnh Thái Nguyên,Xã Đại Phúc,Thái Nguyên,Đại Phúc,Xã,10,22.0239,105.824,589.0,21.5765,105.71,107.47
Tỉnh Thái Nguyên,Xã Tân Cương,Thái Nguyên,Tân Cương,Xã,10,22.0239,105.824,635.0,21.5194,105.787,57.92
Tỉnh Thái Nguyên,Phường Linh Sơn,Thái Nguyên,Linh Sơn,Phường,10,22.0239,105.824,606.0,21.6131,105.857,39.28
Tỉnh Thái Nguyên,Phường Bách Quang,Thái Nguyên,Bách Quang,Phường,10,22.0239,105.824,576.0,21.4954,105.869,35.02
Tỉnh Thái Nguyên,Phường Bá Xuyên,Thái Nguyên,Bá Xuyên,Phường,10,22.0239,105.824,574.0,21.4666,105.806,21.13
Tỉnh Thái Nguyên,Phường Sông Công,Thái Nguyên,Sông Công,Phường,10,22.0239,105.824,634.0,21.4579,105.849,13.98
Tỉnh Thái Nguyên,Xã Lam Vỹ,Thái Nguyên,Lam Vỹ,Xã,10,22.0239,105.824,605.0,21.9979,105.691,71.42
Tỉnh Thái Nguyên,Xã Kim Phượng,Thái Nguyên,Kim Phượng,Xã,10,22.0239,105.824,602.0,21.9669,105.626,78.61
Tỉnh Thái Nguyên,Xã Phượng Tiến,Thái Nguyên,Phượng Tiến,Xã,10,22.0239,105.824,627.0,21.9243,105.709,102.7
Tỉnh Thái Nguyên,Xã Định Hóa,Thái Nguyên,Định Hóa,Xã,10,22.0239,105.824,593.0,21.9019,105.6,67.3
Tỉnh Thái Nguyên,Xã Bình Yên,Thái Nguyên,Bình Yên,Xã,10,22.0239,105.824,581.0,21.8597,105.573,48.36
Tỉnh Thái Nguyên,Xã Trung Hội,Thái Nguyên,Trung Hội,Xã,10,22.0239,105.824,649.0,21.8221,105.634,54.21
Tỉnh Thái Nguyên,Xã Phú Đình,Thái Nguyên,Phú Đình,Xã,10,22.0239,105.824,619.0,21.8089,105.528,47.89
Tỉnh Thái Nguyên,Xã Bình Thành,Thái Nguyên,Bình Thành,Xã,10,22.0239,105.824,580.0,21.7878,105.571,72.1
Tỉnh Thái Nguyên,Xã Phú Lương,Thái Nguyên,Phú Lương,Xã,10,22.0239,105.824,621.0,21.744,105.726,112.39
Tỉnh Thái Nguyên,Xã Yên Trạch,Thái Nguyên,Yên Trạch,Xã,10,22.0239,105.824,663.0,21.8466,105.718,112.68
Tỉnh Thái Nguyên,Xã Hợp Thành,Thái Nguyên,Hợp Thành,Xã,10,22.0239,105.824,600.0,21.7675,105.66,41.2
Tỉnh Thái Nguyên,Xã Vô Tranh,Thái Nguyên,Vô Tranh,Xã,10,22.0239,105.824,658.0,21.7044,105.772,83.53
Tỉnh Thái Nguyên,Xã Đồng Hỷ,Thái Nguyên,Đồng Hỷ,Xã,10,22.0239,105.824,594.0,21.6732,105.834,53.72
Tỉnh Thái Nguyên,Xã Trại Cau,Thái Nguyên,Trại Cau,Xã,10,22.0239,105.824,646.0,21.5889,106.011,82.85
Tỉnh Thái Nguyên,Xã Văn Lăng,Thái Nguyên,Văn Lăng,Xã,10,22.0239,105.824,653.0,21.7857,105.829,75.27
Tỉnh Thái Nguyên,Xã Quang Sơn,Thái Nguyên,Quang Sơn,Xã,10,22.0239,105.824,631.0,21.7349,105.878,58.63
Tỉnh Thái Nguyên,Xã Văn Hán,Thái Nguyên,Văn Hán,Xã,10,22.0239,105.824,651.0,21.6645,105.929,96.26
Tỉnh Thái Nguyên,Xã Nam Hòa,Thái Nguyên,Nam Hòa,Xã,10,22.0239,105.824,610.0,21.6498,105.993,65.02
Tỉnh Thái Nguyên,Xã Võ Nhai,Thái Nguyên,Võ Nhai,Xã,10,22.0239,105.824,657.0,21.758,106.112,99.78
Tỉnh Thái Nguyên,Xã Sảng Mộc,Thái Nguyên,Sảng Mộc,Xã,10,22.0239,105.824,633.0,21.9018,106.004,96.79
Tỉnh Thái Nguyên,Xã Nghinh Tường,Thái Nguyên,Nghinh Tường,Xã,10,22.0239,105.824,614.0,21.8492,106.06,160.73
Tỉnh Thái Nguyên,Xã Thần Sa,Thái Nguyên,Thần Sa,Xã,10,22.0239,105.824,639.0,21.8287,105.924,146.08
Tỉnh Thái Nguyên,Xã La Hiên,Thái Nguyên,La Hiên,Xã,10,22.0239,105.824,604.0,21.7416,105.948,71.55
Tỉnh Thái Nguyên,Xã Tràng Xá,Thái Nguyên,Tràng Xá,Xã,10,22.0239,105.824,648.0,21.6888,106.063,119.18
Tỉnh Thái Nguyên,Xã Dân Tiến,Thái Nguyên,Dân Tiến,Xã,10,22.0239,105.824,591.0,21.6767,106.163,144.28
Tỉnh Thái Nguyên,Xã Đức Lương,Thái Nguyên,Đức Lương,Xã,10,22.0239,105.824,596.0,21.7381,105.61,60.9
Tỉnh Thái Nguyên,Xã Phú Xuyên,Thái Nguyên,Phú Xuyên,Xã,10,22.0239,105.824,624.0,21.6753,105.518,64.58
Tỉnh Thái Nguyên,Xã Phú Thịnh,Thái Nguyên,Phú Thịnh,Xã,10,22.0239,105.824,622.0,21.688,105.573,45.37
Tỉnh Thái Nguyên,Xã Phú Lạc,Thái Nguyên,Phú Lạc,Xã,10,22.0239,105.824,620.0,21.6838,105.652,58.07
Tỉnh Thái Nguyên,Xã La Bằng,Thái Nguyên,La Bằng,Xã,10,22.0239,105.824,603.0,21.6225,105.561,60.84
Tỉnh Thái Nguyên,Xã An Khánh,Thái Nguyên,An Khánh,Xã,10,22.0239,105.824,572.0,21.6277,105.722,45.09
Tỉnh Thái Nguyên,Xã Đại Từ,Thái Nguyên,Đại Từ,Xã,10,22.0239,105.824,590.0,21.6069,105.615,69.42
Tỉnh Thái Nguyên,Xã Vạn Phú,Thái Nguyên,Vạn Phú,Xã,10,22.0239,105.824,654.0,21.5497,105.637,51.2
Tỉnh Thái Nguyên,Xã Quân Chu,Thái Nguyên,Quân Chu,Xã,10,22.0239,105.824,628.0,21.4922,105.681,79.38
Tỉnh Thái Nguyên,Phường Phổ Yên,Thái Nguyên,Phổ Yên,Phường,10,22.0239,105.824,616.0,21.4265,105.867,40.7
Tỉnh Thái Nguyên,Phường Phúc Thuận,Thái Nguyên,Phúc Thuận,Phường,10,22.0239,105.824,626.0,21.4522,105.765,74.16
Tỉnh Thái Nguyên,Phường Vạn Xuân,Thái Nguyên,Vạn Xuân,Phường,10,22.0239,105.824,655.0,21.4111,105.897,40.2
Tỉnh Thái Nguyên,Xã Thành Công,Thái Nguyên,Thành Công,Xã,10,22.0239,105.824,640.0,21.3981,105.787,43.45
Tỉnh Thái Nguyên,Phường Trung Thành,Thái Nguyên,Trung Thành,Phường,10,22.0239,105.824,650.0,21.3593,105.881,25.84
Tỉnh Thái Nguyên,Xã Phú Bình,Thái Nguyên,Phú Bình,Xã,10,22.0239,105.824,618.0,21.4734,105.956,44.18
Tỉnh Thái Nguyên,Xã Tân Khánh,Thái Nguyên,Tân Khánh,Xã,10,22.0239,105.824,636.0,21.5446,105.941,48.31
Tỉnh Thái Nguyên,Xã Tân Thành,Thái Nguyên,Tân Thành,Xã,10,22.0239,105.824,638.0,21.5058,106.006,64.8
Tỉnh Thái Nguyên,Xã Điềm Thụy,Thái Nguyên,Điềm Thụy,Xã,10,22.0239,105.824,592.0,21.457,105.921,42.03
Tỉnh Thái Nguyên,Xã Kha Sơn,Thái Nguyên,Kha Sơn,Xã,10,22.0239,105.824,601.0,21.4277,106.006,37.85
Tỉnh Lạng Sơn,Phường Kỳ Lừa,Lạng Sơn,Kỳ Lừa,Phường,11,21.7736,106.728,691.0,21.85926,106.75417,0.0
Tỉnh Lạng Sơn,Phường Tam Thanh,Lạng Sơn,Tam Thanh,Phường,11,21.7736,106.728,704.0,21.8837,106.743,27.35
Tỉnh Lạng Sơn,Phường Đông Kinh,Lạng Sơn,Đông Kinh,Phường,11,21.7736,106.728,679.0,21.8068,106.771,54.71
Tỉnh Lạng Sơn,Phường Lương Văn Tri,Lạng Sơn,Lương Văn Tri,Phường,11,21.7736,106.728,694.0,21.8236,106.729,31.76
Tỉnh Lạng Sơn,Xã Đoàn Kết,Lạng Sơn,Đoàn Kết,Xã,11,21.7736,106.728,677.0,22.3868,106.262,240.66
Tỉnh Lạng Sơn,Xã Quốc Khánh,Lạng Sơn,Quốc Khánh,Xã,11,21.7736,106.728,701.0,22.3439,106.527,168.15
Tỉnh Lạng Sơn,Xã Thất Khê,Lạng Sơn,Thất Khê,Xã,11,21.7736,106.728,711.0,22.3367,106.4,100.52
Tỉnh Lạng Sơn,Xã Tân Tiến,Lạng Sơn,Tân Tiến,Xã,11,21.7736,106.728,707.0,22.287,106.325,207.2
Tỉnh Lạng Sơn,Xã Kháng Chiến,Lạng Sơn,Kháng Chiến,Xã,11,21.7736,106.728,687.0,22.268,106.59,142.0
Tỉnh Lạng Sơn,Xã Quốc Việt,Lạng Sơn,Quốc Việt,Xã,11,21.7736,106.728,702.0,22.2101,106.629,117.97
Tỉnh Lạng Sơn,Xã Tràng Định,Lạng Sơn,Tràng Định,Xã,11,21.7736,106.728,718.0,22.2023,106.471,118.41
Tỉnh Lạng Sơn,Xã Hoa Thám,Lạng Sơn,Hoa Thám,Xã,11,21.7736,106.728,680.0,22.1832,106.364,151.78
Tỉnh Lạng Sơn,Xã Quý Hòa,Lạng Sơn,Quý Hòa,Xã,11,21.7736,106.728,703.0,22.1664,106.27,130.28
Tỉnh Lạng Sơn,Xã Hồng Phong,Lạng Sơn,Hồng Phong,Xã,11,21.7736,106.728,683.0,22.0681,106.416,132.98
