address,latitude,longitude,bounds,geo_address
"Huyện Bù Gia Mập, Tỉnh Bình Phước",12.039224,107.053943,"11.836317,106.749285 – 12.298437,107.240926","Bù Gia Mập District, Binh Phuoc, Vietnam"
"Huyện Lộc Ninh, Tỉnh Bình Phước",11.803677,106.581979,"11.656935,106.411722 – 11.989234,106.764423","Lộc Ninh, Binh Phuoc, Vietnam"
"Huyện Bù Đốp, Tỉnh Bình Phước",11.989187,106.794241,"11.87849,106.671589 – 12.093884,106.996144","Bù Đốp District, Binh Phuoc, Vietnam"
"Huyện Hớn Quản, Tỉnh Bình Phước",11.601462,106.65271,"11.467507,106.422087 – 11.785666,106.782576","Hớn Quản District, Binh Phuoc, Vietnam"
"Huyện Đồng Phú, Tỉnh Bình Phước",11.494079,106.983087,"11.301407,106.766031 – 11.655734,107.142757","Đồng Phú District, Binh Phuoc, Vietnam"
"Huyện Bù Đăng, Tỉnh Bình Phước",11.769337,107.148452,"11.502141,107.049379 – 12.03909,107.427652","Bù Đăng District, Binh Phuoc, Vietnam"
"Thị xã Chơn Thành, Tỉnh Bình Phước",11.46969,106.65271,"11.353771,106.538968 – 11.604037,106.778364","Chơn Thành District, Binh Phuoc, Vietnam"
"Huyện Phú Riềng, Tỉnh Bình Phước",11.659522,106.898914,"11.602021,106.742206 – 11.873155,107.085709","Phú Riềng district, Binh Phuoc, Vietnam"
"Thành phố Tây Ninh, Tỉnh Tây Ninh",11.335155,106.109885,"11.293289,106.071294 – 11.438437,106.188013","Tây Ninh, Vietnam"
"Huyện Tân Biên, Tỉnh Tây Ninh",11.572115,106.016997,"11.392359,105.808429 – 11.782825,106.123078","Tân Biên District, Tây Ninh, Vietnam"
"Huyện Tân Châu, Tỉnh Tây Ninh",11.556052,106.299291,"11.406285,106.104392 – 11.750205,106.492408","Tân Châu District, Tây Ninh, Vietnam"
"Huyện Dương Minh Châu, Tỉnh Tây Ninh",11.315688,106.275751,"11.188458,106.13845 – 11.471364,106.364149","Dương Minh Châu District, Tây Ninh, Vietnam"
"Huyện Châu Thành, Tỉnh Tây Ninh",11.308139,106.016997,"11.179022,105.864438 – 11.453328,106.149137","Châu Thành District, Tây Ninh, Vietnam"
"Thị xã Hòa Thành, Tỉnh Tây Ninh",11.268046,106.146332,"11.21016,106.087638 – 11.30527,106.207301","Hòa Thành District, Tây Ninh, Vietnam"
"Huyện Gò Dầu, Tỉnh Tây Ninh",11.140278,106.275751,"11.047275,106.13855 – 11.272859,106.355331","Gò Dầu District, Tây Ninh, Vietnam"
"Huyện Bến Cầu, Tỉnh Tây Ninh",11.118406,106.175738,"11.102357,106.154537 – 11.143961,106.196508","Bến Cầu, Tây Ninh, Vietnam"
"Thị xã Trảng Bàng, Tỉnh Tây Ninh",11.091269,106.369927,"10.962521,106.163699 – 11.246801,106.447638","Trảng Bàng, Tây Ninh, Vietnam"
"Thành phố Thủ Dầu Một, Tỉnh Bình Dương",10.992984,106.655707,"10.939785,106.595187 – 11.110927,106.718702","Thủ Dầu Một, Binh Duong, Vietnam"
"Huyện Bàu Bàng, Tỉnh Bình Dương",11.253164,106.605553,"11.151703,106.497678 – 11.387474,106.721705","Bàu Bàng, Bau Bang, Binh Duong, Vietnam"
"Huyện Dầu Tiếng, Tỉnh Bình Dương",11.348909,106.464146,"11.134766,106.326367 – 11.500854,106.576689","Dầu Tiếng District, Binh Duong, Vietnam"
"Thành phố Bến Cát, Tỉnh Bình Dương",11.131836,106.60729,"11.034262,106.50743 – 11.229596,106.693848","Bến Cát, Binh Duong, Vietnam"
"Huyện Phú Giáo, Tỉnh Bình Dương",11.265582,106.770646,"11.187519,106.644143 – 11.491859,106.953025","Phú Giáo District, Binh Duong, Vietnam"
"Thành phố Tân Uyên, Tỉnh Bình Dương",11.049492,106.757675,"10.959215,106.683129 – 11.154163,106.825795","Tan Uyen, Binh Duong, Vietnam"
"Thành phố Dĩ An, Tỉnh Bình Dương",10.896476,106.752742,"10.858532,106.736582 – 10.968916,106.840571","Dĩ An, Binh Duong, Vietnam"
"Thành phố Thuận An, Tỉnh Bình Dương",10.924067,106.713031,"10.86594,106.650367 – 10.997507,106.753349","Thuận An, Binh Duong, Vietnam"
"Huyện Bắc Tân Uyên, Tỉnh Bình Dương",11.092361,106.832741,"11.020048,106.677933 – 11.255487,106.966831","Bắc Tân Uyên, Binh Duong, Vietnam"
"Thành phố Biên Hòa, Tỉnh Đồng Nai",10.957413,106.842687,"10.822684,106.761875 – 11.005568,106.986408","Bien Hoa, Dong Nai, Vietnam"
"Thành phố Long Khánh, Tỉnh Đồng Nai",10.932957,107.243701,"10.845404,107.15824 – 11.032763,107.327662","Long Khanh, Dong Nai, Vietnam"
"Huyện Tân Phú, Tỉnh Đồng Nai",11.380934,107.408538,"11.176996,107.177998 – 11.581994,107.543191","Tân Phú District, Dong Nai, Vietnam"
"Huyện Vĩnh Cửu, Tỉnh Đồng Nai",11.24909,107.053943,"10.972805,106.774632 – 11.512514,107.23244","Vĩnh Cửu District, Dong Nai, Vietnam"
"Huyện Định Quán, Tỉnh Đồng Nai",11.237934,107.242998,"11.023988,107.108729 – 11.397239,107.462165","Định Quán District, Dong Nai, Vietnam"
"Huyện Trảng Bom, Tỉnh Đồng Nai",10.966704,107.030322,"10.84878,106.903064 – 11.103763,107.129977","Trảng Bom District, Dong Nai, Vietnam"
"Huyện Thống Nhất, Tỉnh Đồng Nai",11.045722,107.172085,"10.848662,107.058869 – 11.100065,107.259236","Thống Nhất District, Dong Nai, Vietnam"
"Huyện Cẩm Mỹ, Tỉnh Đồng Nai",10.82257,107.26664,"10.668147,107.071806 – 10.899543,107.419597","Cẩm Mỹ District, Dong Nai, Vietnam"
"Huyện Long Thành, Tỉnh Đồng Nai",10.749013,107.030322,"10.642982,106.864265 – 10.871453,107.147394","Long Thành District, Dong Nai, Vietnam"
"Huyện Xuân Lộc, Tỉnh Đồng Nai",10.965203,107.432196,"10.765344,107.237223 – 11.088876,107.577289","Xuân Lộc District, Dong Nai, Vietnam"
"Huyện Nhơn Trạch, Tỉnh Đồng Nai",10.669942,106.888644,"10.522389,106.751168 – 10.785227,107.028647","Nhơn Trạch District, Dong Nai, Vietnam"
"Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",10.41138,107.136224,"10.321904,107.034302 – 10.484774,107.2118","Vũng Tàu, Ba Ria - Vung Tau, Vietnam"
"Thành phố Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu",10.508928,107.181626,"10.454376,107.112551 – 10.562762,107.246723","Ba Ria, Ba Ria - Vung Tau, Vietnam"
"Huyện Châu Đức, Tỉnh Bà Rịa - Vũng Tàu",10.62847,107.242998,"10.537322,107.138102 – 10.774235,107.370496","Châu Đức District, Ba Ria - Vung Tau, Vietnam"
"Huyện Xuyên Mộc, Tỉnh Bà Rịa - Vũng Tàu",10.617768,107.432196,"10.455179,107.342266 – 10.803912,107.573272","Xuyên Mộc District, Ba Ria - Vung Tau, Vietnam"
"Huyện Long Đất, Tỉnh Bà Rịa - Vũng Tàu",10.54174,107.242998,"8.628084,106.536388 – 10.803912,107.573272","Ba Ria - Vung Tau, Vietnam"
"Thành phố Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu",10.583324,107.072273,"10.581975,107.070924 – 10.584673,107.073622","Phú Mỹ, Ba Ria - Vung Tau, Vietnam"
"Huyện Côn Đảo, Tỉnh Bà Rịa - Vũng Tàu",8.700928,106.611447,"8.628096,106.536344 – 8.760771,106.743397","Côn Đảo, Con Dao, Ba Ria - Vung Tau, Vietnam"
"Quận 1, Thành phố Hồ Chí Minh",10.775388,106.702825,"10.753551,106.681701 – 10.796917,106.71556","District 1, Ho Chi Minh City, Vietnam"
"Quận 12, Thành phố Hồ Chí Minh",10.87318,106.658605,"10.818355,106.603246 – 10.904236,106.71793","District 12, Ho Chi Minh City, Vietnam"
"Quận Gò Vấp, Thành phố Hồ Chí Minh",10.839823,106.670396,"10.809958,106.631988 – 10.860792,106.701084","Go Vap, Ho Chi Minh City, Vietnam"
"Quận Bình Thạnh, Thành phố Hồ Chí Minh",10.816072,106.705773,"10.785387,106.683863 – 10.839022,106.751535","Bình Thạnh, Ho Chi Minh City, Vietnam"
"Quận Tân Bình, Thành phố Hồ Chí Minh",10.808431,106.646815,"10.76898,106.627903 – 10.837456,106.678615","Tân Bình, Ho Chi Minh City, Vietnam"
"Quận Tân Phú, Thành phố Hồ Chí Minh",10.798831,106.623236,"10.758253,106.606954 – 10.824683,106.647694","Tân Phú, Ho Chi Minh City, Vietnam"
"Quận Phú Nhuận, Thành phố Hồ Chí Minh",10.798472,106.67924,"10.787968,106.66589 – 10.814309,106.692473","Phú Nhuận, Ho Chi Minh City, Vietnam"
"Thành phố Thủ Đức, Thành phố Hồ Chí Minh",10.857695,106.741156,"10.74045,106.697693 – 10.899026,106.881759","Thủ Đức City, Ho Chi Minh City, Vietnam"
"Quận 3, Thành phố Hồ Chí Minh",10.781808,106.685136,"10.765438,106.664623 – 10.792465,106.698091","District 3, Ho Chi Minh City, Vietnam"
"Quận 10, Thành phố Hồ Chí Minh",10.77189,106.667448,"10.758464,106.655952 – 10.786928,106.682857","District 10, Ho Chi Minh City, Vietnam"
"Quận 11, Thành phố Hồ Chí Minh",10.76197,106.649762,"10.753392,106.634163 – 10.77842,106.661535","District 11, Ho Chi Minh City, Vietnam"
"Quận 4, Thành phố Hồ Chí Minh",10.759055,106.702825,"10.751811,106.686372 – 10.769755,106.722356","District 4, Ho Chi Minh City, Vietnam"
"Quận 5, Thành phố Hồ Chí Minh",10.755555,106.667448,"10.746242,106.650532 – 10.765438,106.687089","District 5, Ho Chi Minh City, Vietnam"
"Quận 6, Thành phố Hồ Chí Minh",10.74372,106.635025,"10.729857,106.621108 – 10.762366,106.65489","District 6, Ho Chi Minh City, Vietnam"
"Quận 8, Thành phố Hồ Chí Minh",10.729949,106.637972,"10.692486,106.597913 – 10.752275,106.693062","District 8, Ho Chi Minh City, Vietnam"
"Quận Bình Tân, Thành phố Hồ Chí Minh",10.762314,106.593766,"10.711006,106.55831 – 10.827504,106.625248","Bình Tân, Ho Chi Minh City, Vietnam"
"Quận 7, Thành phố Hồ Chí Minh",10.738544,106.729361,"10.697797,106.690068 – 10.777409,106.766659","District 7, Ho Chi Minh City, Vietnam"
"Huyện Củ Chi, Thành phố Hồ Chí Minh",10.995955,106.511271,"10.914378,106.356716 – 11.159536,106.657444","Củ Chi, Ho Chi Minh City, Vietnam"
"Huyện Hóc Môn, Thành phố Hồ Chí Minh",10.89313,106.593766,"10.826155,106.496242 – 10.928846,106.692858","Hóc Môn, Ho Chi Minh City, Vietnam"
"Huyện Bình Chánh, Thành phố Hồ Chí Minh",10.721314,106.546622,"10.625391,106.463562 – 10.871773,106.695003","Bình Chánh, Ho Chi Minh City, Vietnam"
"Huyện Nhà Bè, Thành phố Hồ Chí Minh",10.668791,106.71167,"10.576124,106.673118 – 10.725593,106.783363","Nhà Bè, Ho Chi Minh City, Vietnam"
"Huyện Cần Giờ, Thành phố Hồ Chí Minh",10.475805,106.86504,"10.36332,106.735018 – 10.675186,107.013669","Cần Giờ, Ho Chi Minh City, Vietnam"
"Thành phố Tân An, Tỉnh Long An",10.538341,106.40513,"10.475093,106.346122 – 10.576587,106.460552","Tan An, Long An, Vietnam"
"Thị xã Kiến Tường, Tỉnh Long An",10.778731,105.927857,"10.685887,105.816837 – 10.903268,106.034718","Kiến Tường, Long An, Vietnam"
"Huyện Tân Hưng, Tỉnh Long An",10.822652,105.664714,"10.653724,105.498589 – 10.979799,105.819841","Tân Hưng District, Long An, Vietnam"
"Huyện Vĩnh Hưng, Tỉnh Long An",10.902861,105.805547,"10.72949,105.63626 – 11.03217,105.900482","Vĩnh Hưng District, Long An, Vietnam"
"Huyện Mộc Hóa, Tỉnh Long An",10.759305,106.040506,"10.652458,105.921602 – 10.860853,106.117378","Mộc Hóa District, Long An, Vietnam"
"Huyện Tân Thạnh, Tỉnh Long An",10.607803,106.016997,"10.522866,105.804774 – 10.732594,106.102568","Tân Thạnh District, Long An, Vietnam"
"Huyện Thạnh Hóa, Tỉnh Long An",10.664587,106.18162,"10.57544,106.039483 – 10.811655,106.335264","Thạnh Hóa District, Long An, Vietnam"
"Huyện Đức Huệ, Tỉnh Long An",10.87778,106.275751,"10.742941,106.138096 – 10.987179,106.3926","Đức Huệ District, Long An, Vietnam"
"Huyện Đức Hòa, Tỉnh Long An",10.870103,106.417031,"10.740895,106.269961 – 11.026342,106.534745","Đức Hòa, Long An, Vietnam"
"Huyện Bến Lức, Tỉnh Long An",10.693103,106.464146,"10.589403,106.326108 – 10.798048,106.560134","Bến Lức, Long An, Vietnam"
"Huyện Thủ Thừa, Tỉnh Long An",10.700686,106.322834,"10.543408,106.230172 – 10.777988,106.446627","Thủ Thừa District, Long An, Vietnam"
"Huyện Tân Trụ, Tỉnh Long An",10.52801,106.499489,"10.460273,106.438378 – 10.59762,106.568932","Tân Trụ District, Long An, Vietnam"
"Huyện Cần Đước, Tỉnh Long An",10.511485,106.605553,"10.436168,106.482904 – 10.640686,106.739522","Cần Đước District, Long An, Vietnam"
"Huyện Cần Giuộc, Tỉnh Long An",10.59588,106.65271,"10.496394,106.541524 – 10.658183,106.748486","Cần Giuộc, Long An, Vietnam"
"Huyện Châu Thành, Tỉnh Long An",10.464065,106.475926,"10.395415,106.414581 – 10.531927,106.589266","Châu Thành District, Long An, Vietnam"
"Thành phố Mỹ Tho, Tỉnh Tiền Giang",10.376528,106.343889,"10.319141,106.276631 – 10.419274,106.413917","Mỹ Tho, Tien Giang, Vietnam"
"Thành phố Gò Công, Tỉnh Tiền Giang",10.36458,106.678122,"10.33489,106.584549 – 10.483761,106.714618","Gò Công, Tien Giang, Vietnam"
"Thị xã Cai Lậy, Tỉnh Tiền Giang",10.405064,106.118672,"10.403715,106.117323 – 10.406413,106.12002","Cai Lậy, Tien Giang, Vietnam"
"Huyện Tân Phước, Tỉnh Tiền Giang",10.531421,106.22868,"10.431065,106.089922 – 10.587144,106.3486","Tân Phước District, Tien Giang, Vietnam"
"Huyện Cái Bè, Tỉnh Tiền Giang",10.371887,105.946487,"10.273804,105.815732 – 10.536373,106.054815","Cái Bè District, Tien Giang, Vietnam"
"Huyện Cai Lậy, Tỉnh Tiền Giang",10.32126,106.087533,"10.277372,106.000837 – 10.532332,106.205846","Cai Lậy District, Tien Giang, Vietnam"
"Huyện Châu Thành, Tỉnh Tiền Giang",10.3985,106.275751,"10.314162,106.179224 – 10.528848,106.389988","Châu Thành District, Tien Giang, Vietnam"
"Huyện Chợ Gạo, Tỉnh Tiền Giang",10.345277,106.464146,"10.297703,106.345014 – 10.492186,106.554403","Chợ Gạo District, Tien Giang, Vietnam"
"Huyện Gò Công Tây, Tỉnh Tiền Giang",10.337863,106.605553,"10.276035,106.514657 – 10.433514,106.687078","Gò Công Tây District, Tien Giang, Vietnam"
"Huyện Gò Công Đông, Tỉnh Tiền Giang",10.373725,106.747054,"10.257847,106.660578 – 10.497307,106.816692","Gò Công Đông District, Tien Giang, Vietnam"
"Huyện Tân Phú Đông, Tỉnh Tiền Giang",10.258926,106.664501,"10.19041,106.47445 – 10.308391,106.800658","Tân Phú Đông District, Tien Giang, Vietnam"
"Thành phố Bến Tre, Tỉnh Bến Tre",10.243356,106.375551,"10.19124,106.318817 – 10.283549,106.432286","Bến Tre, Ben Tre, Vietnam"
"Huyện Châu Thành, Tỉnh Bến Tre",10.306781,106.369927,"10.240326,106.14304 – 10.340423,106.452568","Châu Thành District, Ben Tre, Vietnam"
"Huyện Chợ Lách, Tỉnh Bến Tre",10.241094,106.169856,"10.149615,106.028225 – 10.298524,106.268933","Chợ Lách District, Ben Tre, Vietnam"
"Huyện Mỏ Cày Nam, Tỉnh Bến Tre",10.090108,106.369927,"9.966403,106.276359 – 10.175875,106.440704","Mỏ Cày Nam District, Ben Tre, Vietnam"
"Huyện Giồng Trôm, Tỉnh Bến Tre",10.171884,106.464146,"10.025319,106.357244 – 10.265171,106.586838","Giồng Trôm District, Ben Tre, Vietnam"
"Huyện Bình Đại, Tỉnh Bến Tre",10.205419,106.65271,"10.028112,106.439672 – 10.307657,106.791908","Bình Đại District, Ben Tre, Vietnam"
"Huyện Ba Tri, Tỉnh Bến Tre",10.057681,106.581979,"9.954816,106.470107 – 10.186372,106.699534","Ba Tri District, Ben Tre, Vietnam"
"Huyện Thạnh Phú, Tỉnh Bến Tre",9.907723,106.558407,"9.790439,106.399718 – 10.070675,106.688031","Thạnh Phú District, Ben Tre, Vietnam"
"Huyện Mỏ Cày Bắc, Tỉnh Bến Tre",10.170076,106.287521,"10.071959,106.218424 – 10.26303,106.361639","Mỏ Cày Bắc District, Ben Tre, Vietnam"
"Thành phố Trà Vinh, Tỉnh Trà Vinh",9.951332,106.334606,"9.886757,106.300256 – 10.016145,106.389456","Trà Vinh, Tra Vinh, Vietnam"
"Huyện Càng Long, Tỉnh Trà Vinh",9.967409,106.22868,"9.860165,106.112699 – 10.081762,106.31987","Càng Long District, Tra Vinh, Vietnam"
"Huyện Cầu Kè, Tỉnh Trà Vinh",9.887886,106.087533,"9.751224,105.954726 – 9.959573,106.167802","Cầu Kè District, Tra Vinh, Vietnam"
"Huyện Tiểu Cần, Tỉnh Trà Vinh",9.796916,106.18162,"9.726373,106.099517 – 9.892654,106.30773","Tiểu Cần District, Tra Vinh, Vietnam"
"Huyện Châu Thành, Tỉnh Trà Vinh",9.914818,106.417031,"9.784023,106.219598 – 9.978775,106.590463","Châu Thành District, Trà Vinh Province, Tra Vinh, Vietnam"
"Huyện Cầu Ngang, Tỉnh Trà Vinh",9.783052,106.464146,"9.676845,106.324662 – 9.895924,106.556309","Cầu Ngang District, Tra Vinh, Vietnam"
"Huyện Trà Cú, Tỉnh Trà Vinh",9.706085,106.275751,"9.60246,106.132926 – 9.798841,106.417516","Trà Cú District, Tra Vinh, Vietnam"
"Huyện Duyên Hải, Tỉnh Trà Vinh",9.610825,106.464146,"9.52957,106.27234 – 9.702219,106.518879","Duyên Hải District, Tra Vinh, Vietnam"
"Thị xã Duyên Hải, Tỉnh Trà Vinh",9.635698,106.50538,"9.597365,106.465073 – 9.683507,106.538544","Duyên Hải, Duyên Hải District, Tra Vinh, Vietnam"
"Thành phố Vĩnh Long, Tỉnh Vĩnh Long",10.239574,105.957193,"10.220459,105.876904 – 10.28332,106.001283","Vĩnh Long, Vinh Long, Vietnam"
"Huyện Long Hồ, Tỉnh Vĩnh Long",10.198068,105.946487,"10.13275,105.870062 – 10.330647,106.037113","Long Hồ District, Vinh Long, Vietnam"
"Huyện Mang Thít, Tỉnh Vĩnh Long",10.18076,106.075775,"10.105106,106.000372 – 10.259053,106.177619","Mang Thít District, Vinh Long, Vietnam"
"Huyện  Vũng Liêm, Tỉnh Vĩnh Long",10.058632,106.134571,"9.938424,106.066763 – 10.178039,106.289636","Vũng Liêm District, Vinh Long, Vietnam"
"Huyện Tam Bình, Tỉnh Vĩnh Long",10.067936,105.946487,"9.965481,105.858222 – 10.165063,106.080708","Tam Bình District, Vinh Long, Vietnam"
"Thị xã Bình Minh, Tỉnh Vĩnh Long",10.070517,105.822946,"9.983138,105.794595 – 10.105123,105.896945","Bình Minh, Vinh Long, Vietnam"
"Huyện Trà Ôn, Tỉnh Vĩnh Long",9.978996,105.993491,"9.882871,105.83704 – 10.092616,106.097843","Trà Ôn District, Vinh Long, Vietnam"
"Huyện Bình Tân, Tỉnh Vĩnh Long",10.120517,105.758591,"10.053144,105.682816 – 10.205004,105.868046","Bình Tân, Vinh Long, Vietnam"
"Thành phố Cao Lãnh, Tỉnh Đồng Tháp",10.454972,105.634035,"10.405725,105.560761 – 10.513003,105.690966","Cao Lãnh, Dong Thap, Vietnam"
"Thành phố Sa Đéc, Tỉnh Đồng Tháp",10.290126,105.751745,"10.260891,105.704178 – 10.382128,105.780774","Sa Đéc, Dong Thap, Vietnam"
"Thành phố Hồng Ngự, Tỉnh Đồng Tháp",10.808296,105.34143,"10.750799,105.312644 – 10.898175,105.450082","Hồng Ngự, Dong Thap, Vietnam"
"Huyện Tân Hồng, Tỉnh Đồng Tháp",10.876115,105.477108,"10.784485,105.37127 – 10.973419,105.611328","Tân Hồng District, Dong Thap, Vietnam"
"Huyện Hồng Ngự, Tỉnh Đồng Tháp",10.797987,105.289704,"10.69392,105.187392 – 10.911541,105.374191","Hồng Ngự District, Dong Thap, Vietnam"
"Huyện Tam Nông, Tỉnh Đồng Tháp",10.719279,105.547437,"10.647055,105.35588 – 10.8212,105.680195","Tam Nông District, Dong Thap, Vietnam"
"Huyện Tháp Mười, Tỉnh Đồng Tháp",10.530271,105.82903,"10.365695,105.635789 – 10.75264,105.942089","Tháp Mười District, Dong Thap, Vietnam"
"Huyện Cao Lãnh, Tỉnh Đồng Tháp",10.47082,105.711646,"10.294174,105.55368 – 10.672245,105.838362","Cao Lanh, Dong Thap, Vietnam"
"Huyện Thanh Bình, Tỉnh Đồng Tháp",10.613529,105.477108,"10.515708,105.342014 – 10.703435,105.623834","Thanh Bình District, Dong Thap, Vietnam"
"Huyện Lấp Vò, Tỉnh Đồng Tháp",10.344798,105.617794,"10.27912,105.487681 – 10.43431,105.719611","Lấp Vò District, Dong Thap, Vietnam"
"Huyện Lai Vung, Tỉnh Đồng Tháp",10.255455,105.664714,"10.134119,105.558221 – 10.35423,105.734823","Lai Vung District, Dong Thap, Vietnam"
"Huyện Châu Thành, Tỉnh Đồng Tháp",10.248506,105.805547,"10.148688,105.705446 – 10.298096,105.919651","Châu Thành District, Dong Thap, Vietnam"
"Thành phố Long Xuyên, Tỉnh An Giang",10.375942,105.418541,"10.303097,105.358243 – 10.439153,105.494242","Long Xuyên, An Giang, Vietnam"
"Thành phố Châu Đốc, Tỉnh An Giang",10.702239,105.108726,"10.610402,105.024361 – 10.765062,105.155533","Châu Đốc, An Giang, Vietnam"
"Huyện An Phú, Tỉnh An Giang",10.851217,105.102508,"10.710177,105.028472 – 10.962524,105.160249","An Phú District, An Giang, Vietnam"
"Thị xã Tân Châu, Tỉnh An Giang",10.842354,105.18435,"10.714936,105.124826 – 10.919609,105.254786","Tân Châu, An Giang, Vietnam"
"Huyện Phú Tân, Tỉnh An Giang",10.666615,105.289704,"10.54235,105.147823 – 10.76672,105.368182","Phú Tân District, An Giang, Vietnam"
"Huyện Châu Phú, Tỉnh An Giang",10.563027,105.172682,"10.436612,105.065279 – 10.701446,105.345547","Châu Phú District, An Giang, Vietnam"
"Thị xã Tịnh Biên, Tỉnh An Giang",10.549107,105.008989,"10.435323,104.899141 – 10.677274,105.114993","Tịnh Biên, An Giang, Vietnam"
"Huyện Tri Tôn, Tỉnh An Giang",10.397232,104.985618,"10.270696,104.778069 – 10.549385,105.124755","Tri Tôn, An Giang, Vietnam"
"Huyện Châu Thành, Tỉnh An Giang",10.406721,105.242885,"10.346119,105.11272 – 10.506952,105.408623","Châu Thành District, An Giang, Vietnam"
"Huyện Chợ Mới, Tỉnh An Giang",10.482525,105.477108,"10.334588,105.326829 – 10.576738,105.575616","Chợ Mới District, An Giang, Vietnam"
"Huyện Thoại Sơn, Tỉnh An Giang",10.301051,105.172682,"10.183524,105.095452 – 10.37304,105.441377","Thoại Sơn District, An Giang, Vietnam"
"Thành phố Rạch Giá, Tỉnh Kiên Giang",10.021507,105.091097,"9.936303,105.041313 – 10.114303,105.161262","Rạch Giá, Kien Giang, Vietnam"
"Thành phố Hà Tiên, Tỉnh Kiên Giang",10.379206,104.481997,"10.192115,104.224548 – 10.46418,104.573268","Hà Tiên, Kien Giang, Vietnam"
"Huyện Kiên Lương, Tỉnh Kiên Giang",10.30439,104.635463,"9.971655,104.492475 – 10.420074,104.78184","Kiên Lương District, Kien Giang, Vietnam"
"Huyện Hòn Đất, Tỉnh Kiên Giang",10.2227,104.985618,"10.036882,104.703652 – 10.439005,105.165325","Hòn Đất District, Kien Giang, Vietnam"
"Huyện Tân Hiệp, Tỉnh Kiên Giang",10.101792,105.242885,"9.956365,105.108056 – 10.218467,105.364419","Tân Hịêp, Kien Giang, Vietnam"
"Huyện Châu Thành, Tỉnh Kiên Giang",9.888954,105.149287,"9.829739,105.09314 – 10.088917,105.25268","Châu Thành District, Kien Giang, Vietnam"
"Huyện Giồng Riềng, Tỉnh Kiên Giang",9.944286,105.359957,"9.794151,105.201037 – 10.073235,105.539526","Giồng Riềng District, Kien Giang, Vietnam"
"Huyện Gò Quao, Tỉnh Kiên Giang",9.752508,105.289704,"9.587701,105.136994 – 9.853153,105.437068","Gò Quao District, Kien Giang, Vietnam"
"Huyện An Biên, Tỉnh Kiên Giang",9.806456,105.055742,"9.693564,104.915701 – 9.959728,105.147657","An Biên District, Kien Giang, Vietnam"
"Huyện An Minh, Tỉnh Kiên Giang",9.639385,104.915524,"9.494161,104.832477 – 9.850729,105.067788","An Minh District, Kien Giang, Vietnam"
"Huyện Vĩnh Thuận, Tỉnh Kiên Giang",9.487033,105.18438,"9.445167,105.136928 – 9.536426,105.233917","Vĩnh Thuận, Kiên Giang, Vietnam"
"Thành phố Phú Quốc, Tỉnh Kiên Giang",10.222873,103.962626,"9.254563,103.458396 – 10.466965,104.124298","Phu Quoc, Kien Giang, Vietnam"
"Huyện Kiên Hải, Tỉnh Kiên Giang",9.808625,104.641293,"9.630863,104.341235 – 9.977839,104.858057","Kiên Hải District, Kien Giang, Vietnam"
"Huyện U Minh Thượng, Tỉnh Kiên Giang",9.631113,105.102508,"9.47788,105.031152 – 9.769311,105.24704","U Minh Thượng District, Kien Giang, Vietnam"
"Huyện Giang Thành, Tỉnh Kiên Giang",10.477136,104.682105,"10.346054,104.526417 – 10.539558,104.810174","Giang Thành District, Kien Giang, Vietnam"
"Quận Ninh Kiều, Thành phố Cần Thơ",10.028049,105.76446,"9.993609,105.71793 – 10.070456,105.803789","Ninh Kiều, Cần Thơ, Vietnam"
"Quận Ô Môn, Thành phố Cần Thơ",10.13765,105.629523,"10.044298,105.556577 – 10.20293,105.709024","Ô Môn, Cần Thơ, Vietnam"
"Quận Bình Thủy, Thành phố Cần Thơ",10.067987,105.723381,"10.003519,105.665615 – 10.118367,105.781066","Bình Thủy, Cần Thơ, Vietnam"
"Quận Cái Răng, Thành phố Cần Thơ",9.999537,105.793807,"9.954398,105.723308 – 10.04301,105.845472","Cái Răng, Cần Thơ, Vietnam"
"Quận Thốt Nốt, Thành phố Cần Thơ",10.262338,105.523991,"10.152148,105.47948 – 10.325289,105.624746","Thốt Nốt, Cần Thơ, Vietnam"
"Huyện Vĩnh Thạnh, Thành phố Cần Thơ",10.184348,105.336536,"10.100679,105.225754 – 10.312396,105.498741","Vĩnh Thạnh, Cần Thơ, Vietnam"
"Huyện Cờ Đỏ, Thành phố Cần Thơ",10.11353,105.453672,"10.025253,105.345851 – 10.234744,105.581587","Cờ Đỏ District, Cần Thơ, Vietnam"
"Huyện Phong Điền, Thành phố Cần Thơ",10.006319,105.652983,"9.939428,105.583205 – 10.057173,105.739633","Phong Điền, Cần Thơ, Vietnam"
"Huyện Thới Lai, Thành phố Cần Thơ",10.001632,105.523991,"9.919608,105.418111 – 10.128597,105.631043","Thới Lai, Cần Thơ, Vietnam"
"Thành phố Vị Thanh, Tỉnh Hậu Giang",9.773192,105.453708,"9.679636,105.327644 – 9.82418,105.502868","Vị Thanh, Hau Giang, Vietnam"
"Thành phố Ngã Bảy, Tỉnh Hậu Giang",9.80899,105.822099,"9.763027,105.766934 – 9.882523,105.86647","Ngã Bảy, Hau Giang, Vietnam"
"Huyện Châu Thành A, Tỉnh Hậu Giang",9.920751,105.629523,"9.865274,105.532339 – 9.994115,105.75541","Châu Thành A, Hau Giang, Vietnam"
