provinceCode,isMergedProvince,districtCode,districtType,wardCode,wardType,isMergedWard,isDividedWard,province,district,ward,newProvince,newWard,newProvinceCode,newWardCode,newWardType,newWardLat,newWardLon,newWardAreaKm2
1,False,21,Quận,616.0,Phường,True,True,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,Thủ đô Hà Nội,Nghĩa Đô,1,60.0,phường,21.0451,105.794,4.34
1,False,21,Quận,616.0,Phường,True,True,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,Thủ đô Hà Nội,Phú Diễn,1,67.0,phường,21.0489,105.766,6.29
1,False,21,Quận,616.0,Phường,True,True,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,Thủ đô Hà Nội,Xuân Đỉnh,1,119.0,phường,21.0645,105.795,5.46
1,False,21,Quận,617.0,Phường,True,True,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,Thủ đô Hà Nội,Đông Ngạc,1,26.0,phường,21.075,105.776,8.85
1,False,21,Quận,617.0,Phường,True,True,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,Thủ đô Hà Nội,Thượng Cát,1,101.0,phường,21.0866,105.75,14.77
1,False,21,Quận,619.0,Phường,True,False,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Phú Diễn,Thủ đô Hà Nội,Phú Diễn,1,67.0,phường,21.0489,105.766,6.29
1,False,21,Quận,620.0,Phường,True,True,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Phúc Diễn,Thủ đô Hà Nội,Phú Diễn,1,67.0,phường,21.0489,105.766,6.29
1,False,21,Quận,620.0,Phường,True,True,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Phúc Diễn,Thủ đô Hà Nội,Xuân Phương,1,121.0,phường,21.0296,105.745,10.81
1,False,250,Huyện,8973.0,Thị trấn,True,False,Thành phố Hà Nội,Huyện Mê Linh,Thị trấn Chi Đông,Thủ đô Hà Nội,Quang Minh,1,81.0,xã,21.1927,105.751,32.17
1,False,250,Huyện,8974.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Đại Thịnh,Thủ đô Hà Nội,Quang Minh,1,81.0,xã,21.1927,105.751,32.17
1,False,250,Huyện,8974.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Đại Thịnh,Thủ đô Hà Nội,Tiến Thắng,1,104.0,xã,21.203,105.692,36.34
1,False,250,Huyện,8974.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Đại Thịnh,Thủ đô Hà Nội,Mê Linh,1,56.0,xã,21.151,105.733,34.97
1,False,250,Huyện,8977.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Kim Hoa,Thủ đô Hà Nội,Quang Minh,1,81.0,xã,21.1927,105.751,32.17
1,False,250,Huyện,8977.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Kim Hoa,Thủ đô Hà Nội,Tiến Thắng,1,104.0,xã,21.203,105.692,36.34
1,False,250,Huyện,8980.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Thạch Đà,Thủ đô Hà Nội,Tiến Thắng,1,104.0,xã,21.203,105.692,36.34
1,False,250,Huyện,8980.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Thạch Đà,Thủ đô Hà Nội,Yên Lãng,1,124.0,xã,21.1721,105.662,44.81
1,False,250,Huyện,8983.0,Xã,True,False,Thành phố Hà Nội,Huyện Mê Linh,Xã Tiến Thắng,Thủ đô Hà Nội,Tiến Thắng,1,104.0,xã,21.203,105.692,36.34
1,False,250,Huyện,8986.0,Xã,True,False,Thành phố Hà Nội,Huyện Mê Linh,Xã Tự Lập,Thủ đô Hà Nội,Tiến Thắng,1,104.0,xã,21.203,105.692,36.34
1,False,250,Huyện,8989.0,Thị trấn,True,False,Thành phố Hà Nội,Huyện Mê Linh,Thị trấn Quang Minh,Thủ đô Hà Nội,Quang Minh,1,81.0,xã,21.1927,105.751,32.17
1,False,250,Huyện,8992.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Thanh Lâm,Thủ đô Hà Nội,Quang Minh,1,81.0,xã,21.1927,105.751,32.17
1,False,250,Huyện,8992.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Thanh Lâm,Thủ đô Hà Nội,Tiến Thắng,1,104.0,xã,21.203,105.692,36.34
1,False,250,Huyện,8995.0,Xã,True,False,Thành phố Hà Nội,Huyện Mê Linh,Xã Tam Đồng,Thủ đô Hà Nội,Tiến Thắng,1,104.0,xã,21.203,105.692,36.34
1,False,250,Huyện,8998.0,Xã,True,False,Thành phố Hà Nội,Huyện Mê Linh,Xã Liên Mạc,Thủ đô Hà Nội,Yên Lãng,1,124.0,xã,21.1721,105.662,44.81
1,False,250,Huyện,9004.0,Xã,True,False,Thành phố Hà Nội,Huyện Mê Linh,Xã Chu Phan,Thủ đô Hà Nội,Yên Lãng,1,124.0,xã,21.1721,105.662,44.81
1,False,250,Huyện,9007.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Tiến Thịnh,Thủ đô Hà Nội,Liên Minh,1,53.0,xã,21.1277,105.646,23.57
1,False,250,Huyện,9007.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Tiến Thịnh,Thủ đô Hà Nội,Yên Lãng,1,124.0,xã,21.1721,105.662,44.81
1,False,250,Huyện,9010.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thủ đô Hà Nội,Quang Minh,1,81.0,xã,21.1927,105.751,32.17
1,False,250,Huyện,9010.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thủ đô Hà Nội,Mê Linh,1,56.0,xã,21.151,105.733,34.97
1,False,250,Huyện,9013.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Văn Khê,Thủ đô Hà Nội,Tiến Thắng,1,104.0,xã,21.203,105.692,36.34
1,False,250,Huyện,9013.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Văn Khê,Thủ đô Hà Nội,Yên Lãng,1,124.0,xã,21.1721,105.662,44.81
1,False,250,Huyện,9013.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Văn Khê,Thủ đô Hà Nội,Mê Linh,1,56.0,xã,21.151,105.733,34.97
1,False,250,Huyện,9016.0,Xã,True,False,Thành phố Hà Nội,Huyện Mê Linh,Xã Hoàng Kim,Thủ đô Hà Nội,Yên Lãng,1,124.0,xã,21.1721,105.662,44.81
1,False,250,Huyện,9019.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Tiền Phong,Thủ đô Hà Nội,Mê Linh,1,56.0,xã,21.151,105.733,34.97
1,False,250,Huyện,9019.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Tiền Phong,Thủ đô Hà Nội,Quang Minh,1,81.0,xã,21.1927,105.751,32.17
1,False,250,Huyện,9019.0,Xã,True,True,Thành phố Hà Nội,Huyện Mê Linh,Xã Tiền Phong,Thủ đô Hà Nội,Thiên Lộc,1,98.0,xã,21.1204,105.771,27.96
1,False,250,Huyện,9022.0,Xã,True,False,Thành phố Hà Nội,Huyện Mê Linh,Xã Tráng Việt,Thủ đô Hà Nội,Mê Linh,1,56.0,xã,21.151,105.733,34.97
1,False,268,Quận,9538.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Quang Trung,Thủ đô Hà Nội,Hà Đông,1,32.0,phường,20.9734,105.778,9.0
1,False,268,Quận,9538.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Quang Trung,Thủ đô Hà Nội,Kiến Hưng,1,48.0,phường,20.9549,105.78,6.65
1,False,268,Quận,9541.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Mộ Lao,Thủ đô Hà Nội,Đại Mỗ,1,17.0,phường,20.9935,105.775,8.1
1,False,268,Quận,9541.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Mộ Lao,Thủ đô Hà Nội,Hà Đông,1,32.0,phường,20.9734,105.778,9.0
1,False,268,Quận,9542.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Văn Quán,Thủ đô Hà Nội,Hà Đông,1,32.0,phường,20.9734,105.778,9.0
1,False,268,Quận,9542.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Văn Quán,Thủ đô Hà Nội,Thanh Liệt,1,94.0,phường,20.9645,105.809,6.44
1,False,268,Quận,9544.0,Phường,True,False,Thành phố Hà Nội,Quận Hà Đông,Phường Vạn Phúc,Thủ đô Hà Nội,Hà Đông,1,32.0,phường,20.9734,105.778,9.0
1,False,268,Quận,9551.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường La Khê,Thủ đô Hà Nội,Dương Nội,1,28.0,phường,20.975,105.749,7.9
1,False,268,Quận,9551.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường La Khê,Thủ đô Hà Nội,Hà Đông,1,32.0,phường,20.9734,105.778,9.0
1,False,268,Quận,9552.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Phú La,Thủ đô Hà Nội,Dương Nội,1,28.0,phường,20.975,105.749,7.9
1,False,268,Quận,9552.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Phú La,Thủ đô Hà Nội,Kiến Hưng,1,48.0,phường,20.9549,105.78,6.65
1,False,268,Quận,9553.0,Phường,True,False,Thành phố Hà Nội,Quận Hà Đông,Phường Phúc La,Thủ đô Hà Nội,Hà Đông,1,32.0,phường,20.9734,105.778,9.0
1,False,268,Quận,9556.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Hà Cầu,Thủ đô Hà Nội,Hà Đông,1,32.0,phường,20.9734,105.778,9.0
1,False,268,Quận,9556.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Hà Cầu,Thủ đô Hà Nội,Kiến Hưng,1,48.0,phường,20.9549,105.78,6.65
1,False,268,Quận,9562.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,Thủ đô Hà Nội,Dương Nội,1,28.0,phường,20.975,105.749,7.9
1,False,268,Quận,9562.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,Thủ đô Hà Nội,Yên Nghĩa,1,125.0,phường,20.9391,105.736,13.18
1,False,268,Quận,9565.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Kiến Hưng,Thủ đô Hà Nội,Kiến Hưng,1,48.0,phường,20.9549,105.78,6.65
1,False,268,Quận,9565.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Kiến Hưng,Thủ đô Hà Nội,Đại Thanh,1,18.0,xã,20.937,105.814,18.92
1,False,268,Quận,9565.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Kiến Hưng,Thủ đô Hà Nội,Phú Lương,1,69.0,phường,20.9392,105.767,9.4
1,False,268,Quận,9568.0,Phường,True,False,Thành phố Hà Nội,Quận Hà Đông,Phường Phú Lãm,Thủ đô Hà Nội,Phú Lương,1,69.0,phường,20.9392,105.767,9.4
1,False,268,Quận,9571.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Phú Lương,Thủ đô Hà Nội,Kiến Hưng,1,48.0,phường,20.9549,105.78,6.65
1,False,268,Quận,9571.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Phú Lương,Thủ đô Hà Nội,Bình Minh,1,8.0,xã,20.904,105.762,29.86
1,False,268,Quận,9571.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Phú Lương,Thủ đô Hà Nội,Phú Lương,1,69.0,phường,20.9392,105.767,9.4
1,False,268,Quận,9886.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,Thủ đô Hà Nội,An Khánh,1,2.0,xã,20.9876,105.708,28.69
1,False,268,Quận,9886.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,Thủ đô Hà Nội,Đại Mỗ,1,17.0,phường,20.9935,105.775,8.1
1,False,268,Quận,9886.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,Thủ đô Hà Nội,Dương Nội,1,28.0,phường,20.975,105.749,7.9
1,False,268,Quận,9886.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,Thủ đô Hà Nội,Tây Mỗ,1,90.0,phường,21.0009,105.747,5.56
1,False,268,Quận,10117.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Đồng Mai,Thủ đô Hà Nội,Chương Mỹ,1,12.0,phường,20.9248,105.699,38.9
1,False,268,Quận,10117.0,Phường,True,True,Thành phố Hà Nội,Quận Hà Đông,Phường Đồng Mai,Thủ đô Hà Nội,Yên Nghĩa,1,125.0,phường,20.9391,105.736,13.18
1,False,268,Quận,10123.0,Phường,True,False,Thành phố Hà Nội,Quận Hà Đông,Phường Biên Giang,Thủ đô Hà Nội,Chương Mỹ,1,12.0,phường,20.9248,105.699,38.9
1,False,269,Thị xã,9574.0,Phường,True,False,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Ngô Quyền,Thủ đô Hà Nội,Sơn Tây,1,86.0,phường,21.1441,105.49,23.08
1,False,269,Thị xã,9577.0,Phường,True,False,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Phú Thịnh,Thủ đô Hà Nội,Sơn Tây,1,86.0,phường,21.1441,105.49,23.08
1,False,269,Thị xã,9586.0,Phường,True,True,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Sơn Lộc,Thủ đô Hà Nội,Sơn Tây,1,86.0,phường,21.1441,105.49,23.08
1,False,269,Thị xã,9586.0,Phường,True,True,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Sơn Lộc,Thủ đô Hà Nội,Tùng Thiện,1,108.0,phường,21.1212,105.458,32.34
1,False,269,Thị xã,9589.0,Phường,True,False,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Xuân Khanh,Thủ đô Hà Nội,Tùng Thiện,1,108.0,phường,21.1212,105.458,32.34
1,False,269,Thị xã,9592.0,Xã,True,False,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Đường Lâm,Thủ đô Hà Nội,Sơn Tây,1,86.0,phường,21.1441,105.49,23.08
1,False,269,Thị xã,9595.0,Phường,True,False,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Viên Sơn,Thủ đô Hà Nội,Sơn Tây,1,86.0,phường,21.1441,105.49,23.08
1,False,269,Thị xã,9598.0,Xã,True,False,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Xuân Sơn,Thủ đô Hà Nội,Tùng Thiện,1,108.0,phường,21.1212,105.458,32.34
1,False,269,Thị xã,9601.0,Phường,True,True,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Trung Hưng,Thủ đô Hà Nội,Sơn Tây,1,86.0,phường,21.1441,105.49,23.08
1,False,269,Thị xã,9601.0,Phường,True,True,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Trung Hưng,Thủ đô Hà Nội,Tùng Thiện,1,108.0,phường,21.1212,105.458,32.34
1,False,269,Thị xã,9604.0,Xã,True,True,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Thanh Mỹ,Thủ đô Hà Nội,Sơn Tây,1,86.0,phường,21.1441,105.49,23.08
1,False,269,Thị xã,9604.0,Xã,True,True,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Thanh Mỹ,Thủ đô Hà Nội,Tùng Thiện,1,108.0,phường,21.1212,105.458,32.34
1,False,269,Thị xã,9607.0,Phường,True,False,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Trung Sơn Trầm,Thủ đô Hà Nội,Tùng Thiện,1,108.0,phường,21.1212,105.458,32.34
1,False,269,Thị xã,9610.0,Xã,True,False,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Kim Sơn,Thủ đô Hà Nội,Đoài Phương,1,23.0,xã,21.0682,105.486,57.1
1,False,269,Thị xã,9613.0,Xã,True,False,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Sơn Đông,Thủ đô Hà Nội,Đoài Phương,1,23.0,xã,21.0682,105.486,57.1
1,False,269,Thị xã,9616.0,Xã,True,True,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Cổ Đông,Thủ đô Hà Nội,Đoài Phương,1,23.0,xã,21.0682,105.486,57.1
1,False,269,Thị xã,9616.0,Xã,True,True,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Cổ Đông,Thủ đô Hà Nội,Hòa Lạc,1,35.0,xã,21.0119,105.514,35.37
1,False,271,Huyện,9619.0,Thị trấn,True,True,Thành phố Hà Nội,Huyện Ba Vì,Thị trấn Tây Đằng,Thủ đô Hà Nội,Minh Châu,1,57.0,xã,21.2114,105.453,10.36
1,False,271,Huyện,9619.0,Thị trấn,True,True,Thành phố Hà Nội,Huyện Ba Vì,Thị trấn Tây Đằng,Thủ đô Hà Nội,Quảng Oai,1,82.0,xã,21.174,105.427,49.26
1,False,271,Huyện,9625.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Cường,Thủ đô Hà Nội,Cổ Đô,1,14.0,xã,21.2688,105.397,53.25
1,False,271,Huyện,9628.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Cổ Đô,Thủ đô Hà Nội,Cổ Đô,1,14.0,xã,21.2688,105.397,53.25
1,False,271,Huyện,9634.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Vạn Thắng,Thủ đô Hà Nội,Cổ Đô,1,14.0,xã,21.2688,105.397,53.25
1,False,271,Huyện,9640.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Phong Vân,Thủ đô Hà Nội,Cổ Đô,1,14.0,xã,21.2688,105.397,53.25
1,False,271,Huyện,9643.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Đông,Thủ đô Hà Nội,Cổ Đô,1,14.0,xã,21.2688,105.397,53.25
1,False,271,Huyện,9646.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Hồng,Thủ đô Hà Nội,Cổ Đô,1,14.0,xã,21.2688,105.397,53.25
1,False,271,Huyện,9649.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Châu,Thủ đô Hà Nội,Vật Lại,1,114.0,xã,21.2174,105.392,51.75
1,False,271,Huyện,9652.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Thái Hòa,Thủ đô Hà Nội,Vật Lại,1,114.0,xã,21.2174,105.392,51.75
1,False,271,Huyện,9655.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Đồng Thái,Thủ đô Hà Nội,Vật Lại,1,114.0,xã,21.2174,105.392,51.75
1,False,271,Huyện,9658.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Sơn,Thủ đô Hà Nội,Vật Lại,1,114.0,xã,21.2174,105.392,51.75
1,False,271,Huyện,9661.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Minh Châu,Thủ đô Hà Nội,Minh Châu,1,57.0,xã,21.2114,105.453,10.36
1,False,271,Huyện,9664.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Vật Lại,Thủ đô Hà Nội,Vật Lại,1,114.0,xã,21.2174,105.392,51.75
1,False,271,Huyện,9667.0,Xã,True,True,Thành phố Hà Nội,Huyện Ba Vì,Xã Chu Minh,Thủ đô Hà Nội,Minh Châu,1,57.0,xã,21.2114,105.453,10.36
1,False,271,Huyện,9667.0,Xã,True,True,Thành phố Hà Nội,Huyện Ba Vì,Xã Chu Minh,Thủ đô Hà Nội,Quảng Oai,1,82.0,xã,21.174,105.427,49.26
1,False,271,Huyện,9670.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Tòng Bạt,Thủ đô Hà Nội,Bất Bạt,1,6.0,xã,21.1674,105.332,56.43
1,False,271,Huyện,9673.0,Xã,True,True,Thành phố Hà Nội,Huyện Ba Vì,Xã Cẩm Lĩnh,Thủ đô Hà Nội,Bất Bạt,1,6.0,xã,21.1674,105.332,56.43
1,False,271,Huyện,9673.0,Xã,True,True,Thành phố Hà Nội,Huyện Ba Vì,Xã Cẩm Lĩnh,Thủ đô Hà Nội,Suối Hai,1,87.0,xã,21.12,105.403,51.56
1,False,271,Huyện,9676.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Sơn Đà,Thủ đô Hà Nội,Bất Bạt,1,6.0,xã,21.1674,105.332,56.43
1,False,271,Huyện,9679.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Đông Quang,Thủ đô Hà Nội,Quảng Oai,1,82.0,xã,21.174,105.427,49.26
1,False,271,Huyện,9682.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Tiên Phong,Thủ đô Hà Nội,Quảng Oai,1,82.0,xã,21.174,105.427,49.26
1,False,271,Huyện,9685.0,Xã,True,True,Thành phố Hà Nội,Huyện Ba Vì,Xã Thụy An,Thủ đô Hà Nội,Quảng Oai,1,82.0,xã,21.174,105.427,49.26
1,False,271,Huyện,9685.0,Xã,True,True,Thành phố Hà Nội,Huyện Ba Vì,Xã Thụy An,Thủ đô Hà Nội,Suối Hai,1,87.0,xã,21.12,105.403,51.56
1,False,271,Huyện,9688.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Cam Thượng,Thủ đô Hà Nội,Quảng Oai,1,82.0,xã,21.174,105.427,49.26
1,False,271,Huyện,9691.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Thuần Mỹ,Thủ đô Hà Nội,Bất Bạt,1,6.0,xã,21.1674,105.332,56.43
1,False,271,Huyện,9694.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Tản Lĩnh,Thủ đô Hà Nội,Suối Hai,1,87.0,xã,21.12,105.403,51.56
1,False,271,Huyện,9697.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Ba Trại,Thủ đô Hà Nội,Suối Hai,1,87.0,xã,21.12,105.403,51.56
1,False,271,Huyện,9700.0,Xã,True,True,Thành phố Hà Nội,Huyện Ba Vì,Xã Minh Quang,Thủ đô Hà Nội,Ba Vì,1,4.0,xã,21.0581,105.341,81.27
1,False,271,Huyện,9700.0,Xã,True,True,Thành phố Hà Nội,Huyện Ba Vì,Xã Minh Quang,Thủ đô Hà Nội,Bất Bạt,1,6.0,xã,21.1674,105.332,56.43
1,False,271,Huyện,9703.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Ba Vì,Thủ đô Hà Nội,Ba Vì,1,4.0,xã,21.0581,105.341,81.27
1,False,271,Huyện,9706.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Vân Hòa,Thủ đô Hà Nội,Yên Bài,1,122.0,xã,21.0536,105.419,68.19
1,False,271,Huyện,9709.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Yên Bài,Thủ đô Hà Nội,Yên Bài,1,122.0,xã,21.0536,105.419,68.19
1,False,271,Huyện,9712.0,Xã,True,False,Thành phố Hà Nội,Huyện Ba Vì,Xã Khánh Thượng,Thủ đô Hà Nội,Ba Vì,1,4.0,xã,21.0581,105.341,81.27
1,False,272,Huyện,9715.0,Thị trấn,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Thị trấn Phúc Thọ,Thủ đô Hà Nội,Phúc Thọ,1,77.0,xã,21.1124,105.528,39.66
1,False,272,Huyện,9721.0,Xã,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Vân Phúc,Thủ đô Hà Nội,Phúc Lộc,1,73.0,xã,21.1467,105.575,41.15
1,False,272,Huyện,9724.0,Xã,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Nam Hà,Thủ đô Hà Nội,Phúc Lộc,1,73.0,xã,21.1467,105.575,41.15
1,False,272,Huyện,9727.0,Xã,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Xuân Đình,Thủ đô Hà Nội,Phúc Lộc,1,73.0,xã,21.1467,105.575,41.15
1,False,272,Huyện,9733.0,Xã,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Sen Phương,Thủ đô Hà Nội,Phúc Lộc,1,73.0,xã,21.1467,105.575,41.15
1,False,272,Huyện,9739.0,Xã,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Võng Xuyên,Thủ đô Hà Nội,Phúc Lộc,1,73.0,xã,21.1467,105.575,41.15
1,False,272,Huyện,9742.0,Xã,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tích Lộc,Thủ đô Hà Nội,Phúc Thọ,1,77.0,xã,21.1124,105.528,39.66
1,False,272,Huyện,9745.0,Xã,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Long Thượng,Thủ đô Hà Nội,Phúc Thọ,1,77.0,xã,21.1124,105.528,39.66
1,False,272,Huyện,9751.0,Xã,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Hát Môn,Thủ đô Hà Nội,Hát Môn,1,34.0,xã,21.0897,105.623,37.67
1,False,272,Huyện,9757.0,Xã,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Thanh Đa,Thủ đô Hà Nội,Hát Môn,1,34.0,xã,21.0897,105.623,37.67
1,False,272,Huyện,9760.0,Xã,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Trạch Mỹ Lộc,Thủ đô Hà Nội,Phúc Thọ,1,77.0,xã,21.1124,105.528,39.66
1,False,272,Huyện,9763.0,Xã,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Phúc Hòa,Thủ đô Hà Nội,Phúc Thọ,1,77.0,xã,21.1124,105.528,39.66
1,False,272,Huyện,9766.0,Xã,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Ngọc Tảo,Thủ đô Hà Nội,Hát Môn,1,34.0,xã,21.0897,105.623,37.67
1,False,272,Huyện,9769.0,Xã,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Phụng Thượng,Thủ đô Hà Nội,Phúc Thọ,1,77.0,xã,21.1124,105.528,39.66
1,False,272,Huyện,9772.0,Xã,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Thuấn,Thủ đô Hà Nội,Hát Môn,1,34.0,xã,21.0897,105.623,37.67
1,False,272,Huyện,9775.0,Xã,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Thủ đô Hà Nội,Hát Môn,1,34.0,xã,21.0897,105.623,37.67
1,False,272,Huyện,9778.0,Xã,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Hiệp Thuận,Thủ đô Hà Nội,Hát Môn,1,34.0,xã,21.0897,105.623,37.67
1,False,272,Huyện,9781.0,Xã,True,False,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Liên Hiệp,Thủ đô Hà Nội,Hát Môn,1,34.0,xã,21.0897,105.623,37.67
1,False,273,Huyện,9784.0,Thị trấn,True,False,Thành phố Hà Nội,Huyện Đan Phượng,Thị trấn Phùng,Thủ đô Hà Nội,Đan Phượng,1,21.0,xã,21.0912,105.666,15.3
