old_wardCode,old_districtCode,old_provinceCode,old_ward,old_district,old_province,old_fullAddress,new_wardCode,new_provinceCode,new_ward,new_province,new_fullAddress,notSure,note
31261,925,92,Thị trấn Cờ Đỏ,Huyện Cờ Đỏ,Thành phố Cần Thơ,"Thị trấn Cờ Đỏ, Huyện Cờ Đỏ, Thành phố Cần Thơ",31261,92,Xã Cờ Đỏ,Thành phố Cần Thơ,"Xã Cờ Đỏ, Thành phố Cần Thơ",False,
31249,925,92,Xã Thạnh Phú,Huyện Cờ Đỏ,Thành phố Cần Thơ,"Xã Thạnh Phú, Huyện Cờ Đỏ, Thành phố Cần Thơ",31249,92,Xã Thạnh Phú,Thành phố Cần Thơ,"Xã Thạnh Phú, Thành phố Cần Thơ",False,
31264,925,92,Xã Thới Hưng,Huyện Cờ Đỏ,Thành phố Cần Thơ,"Xã Thới Hưng, Huyện Cờ Đỏ, Thành phố Cần Thơ",31264,92,Xã Thới Hưng,Thành phố Cần Thơ,"Xã Thới Hưng, Thành phố Cần Thơ",False,
31277,925,92,Xã Thới Xuân,Huyện Cờ Đỏ,Thành phố Cần Thơ,"Xã Thới Xuân, Huyện Cờ Đỏ, Thành phố Cần Thơ",31261,92,Xã Cờ Đỏ,Thành phố Cần Thơ,"Xã Cờ Đỏ, Thành phố Cần Thơ",False,
31276,925,92,Xã Thới Đông,Huyện Cờ Đỏ,Thành phố Cần Thơ,"Xã Thới Đông, Huyện Cờ Đỏ, Thành phố Cần Thơ",31261,92,Xã Cờ Đỏ,Thành phố Cần Thơ,"Xã Cờ Đỏ, Thành phố Cần Thơ",False,
31222,925,92,Xã Trung An,Huyện Cờ Đỏ,Thành phố Cần Thơ,"Xã Trung An, Huyện Cờ Đỏ, Thành phố Cần Thơ",31217,92,Phường Trung Nhứt,Thành phố Cần Thơ,"Phường Trung Nhứt, Thành phố Cần Thơ",False,
31255,925,92,Xã Trung Hưng,Huyện Cờ Đỏ,Thành phố Cần Thơ,"Xã Trung Hưng, Huyện Cờ Đỏ, Thành phố Cần Thơ",31255,92,Xã Trung Hưng,Thành phố Cần Thơ,"Xã Trung Hưng, Thành phố Cần Thơ",False,
31225,925,92,Xã Trung Thạnh,Huyện Cờ Đỏ,Thành phố Cần Thơ,"Xã Trung Thạnh, Huyện Cờ Đỏ, Thành phố Cần Thơ",31255,92,Xã Trung Hưng,Thành phố Cần Thơ,"Xã Trung Hưng, Thành phố Cần Thơ",False,
31273,925,92,Xã Đông Hiệp,Huyện Cờ Đỏ,Thành phố Cần Thơ,"Xã Đông Hiệp, Huyện Cờ Đỏ, Thành phố Cần Thơ",31273,92,Xã Đông Hiệp,Thành phố Cần Thơ,"Xã Đông Hiệp, Thành phố Cần Thơ",False,
31274,925,92,Xã Đông Thắng,Huyện Cờ Đỏ,Thành phố Cần Thơ,"Xã Đông Thắng, Huyện Cờ Đỏ, Thành phố Cần Thơ",31273,92,Xã Đông Hiệp,Thành phố Cần Thơ,"Xã Đông Hiệp, Thành phố Cần Thơ",False,
31299,926,92,Thị trấn Phong Điền,Huyện Phong Điền,Thành phố Cần Thơ,"Thị trấn Phong Điền, Huyện Phong Điền, Thành phố Cần Thơ",31299,92,Xã Phong Điền,Thành phố Cần Thơ,"Xã Phong Điền, Thành phố Cần Thơ",False,
31303,926,92,Xã Giai Xuân,Huyện Phong Điền,Thành phố Cần Thơ,"Xã Giai Xuân, Huyện Phong Điền, Thành phố Cần Thơ",31299,92,Xã Phong Điền,Thành phố Cần Thơ,"Xã Phong Điền, Thành phố Cần Thơ",False,
31312,926,92,Xã Mỹ Khánh,Huyện Phong Điền,Thành phố Cần Thơ,"Xã Mỹ Khánh, Huyện Phong Điền, Thành phố Cần Thơ",31150,92,Phường An Bình,Thành phố Cần Thơ,"Phường An Bình, Thành phố Cần Thơ",False,
31315,926,92,Xã Nhơn Nghĩa,Huyện Phong Điền,Thành phố Cần Thơ,"Xã Nhơn Nghĩa, Huyện Phong Điền, Thành phố Cần Thơ",31315,92,Xã Nhơn Ái,Thành phố Cần Thơ,"Xã Nhơn Ái, Thành phố Cần Thơ",False,
31300,926,92,Xã Nhơn Ái,Huyện Phong Điền,Thành phố Cần Thơ,"Xã Nhơn Ái, Huyện Phong Điền, Thành phố Cần Thơ",31315,92,Xã Nhơn Ái,Thành phố Cần Thơ,"Xã Nhơn Ái, Thành phố Cần Thơ",False,
31309,926,92,Xã Trường Long,Huyện Phong Điền,Thành phố Cần Thơ,"Xã Trường Long, Huyện Phong Điền, Thành phố Cần Thơ",31309,92,Xã Trường Long,Thành phố Cần Thơ,"Xã Trường Long, Thành phố Cần Thơ",False,
31306,926,92,Xã Tân Thới,Huyện Phong Điền,Thành phố Cần Thơ,"Xã Tân Thới, Huyện Phong Điền, Thành phố Cần Thơ",31299,92,Xã Phong Điền,Thành phố Cần Thơ,"Xã Phong Điền, Thành phố Cần Thơ",False,
31258,927,92,Thị trấn Thới Lai,Huyện Thới Lai,Thành phố Cần Thơ,"Thị trấn Thới Lai, Huyện Thới Lai, Thành phố Cần Thơ",31258,92,Xã Thới Lai,Thành phố Cần Thơ,"Xã Thới Lai, Thành phố Cần Thơ",False,
31267,927,92,Xã Thới Thạnh,Huyện Thới Lai,Thành phố Cần Thơ,"Xã Thới Thạnh, Huyện Thới Lai, Thành phố Cần Thơ",31153,92,Phường Ô Môn,Thành phố Cần Thơ,"Phường Ô Môn, Thành phố Cần Thơ",False,
31285,927,92,Xã Thới Tân,Huyện Thới Lai,Thành phố Cần Thơ,"Xã Thới Tân, Huyện Thới Lai, Thành phố Cần Thơ",31258,92,Xã Thới Lai,Thành phố Cần Thơ,"Xã Thới Lai, Thành phố Cần Thơ",False,
31291,927,92,Xã Trường Thành,Huyện Thới Lai,Thành phố Cần Thơ,"Xã Trường Thành, Huyện Thới Lai, Thành phố Cần Thơ",31288,92,Xã Trường Thành,Thành phố Cần Thơ,"Xã Trường Thành, Thành phố Cần Thơ",False,
31286,927,92,Xã Trường Thắng,Huyện Thới Lai,Thành phố Cần Thơ,"Xã Trường Thắng, Huyện Thới Lai, Thành phố Cần Thơ",31258,92,Xã Thới Lai,Thành phố Cần Thơ,"Xã Thới Lai, Thành phố Cần Thơ",False,
31294,927,92,Xã Trường Xuân,Huyện Thới Lai,Thành phố Cần Thơ,"Xã Trường Xuân, Huyện Thới Lai, Thành phố Cần Thơ",31294,92,Xã Trường Xuân,Thành phố Cần Thơ,"Xã Trường Xuân, Thành phố Cần Thơ",False,
31297,927,92,Xã Trường Xuân A,Huyện Thới Lai,Thành phố Cần Thơ,"Xã Trường Xuân A, Huyện Thới Lai, Thành phố Cần Thơ",31294,92,Xã Trường Xuân,Thành phố Cần Thơ,"Xã Trường Xuân, Thành phố Cần Thơ",False,
31298,927,92,Xã Trường Xuân B,Huyện Thới Lai,Thành phố Cần Thơ,"Xã Trường Xuân B, Huyện Thới Lai, Thành phố Cần Thơ",31294,92,Xã Trường Xuân,Thành phố Cần Thơ,"Xã Trường Xuân, Thành phố Cần Thơ",False,
31268,927,92,Xã Tân Thạnh,Huyện Thới Lai,Thành phố Cần Thơ,"Xã Tân Thạnh, Huyện Thới Lai, Thành phố Cần Thơ",31288,92,Xã Trường Thành,Thành phố Cần Thơ,"Xã Trường Thành, Thành phố Cần Thơ",False,
31270,927,92,Xã Xuân Thắng,Huyện Thới Lai,Thành phố Cần Thơ,"Xã Xuân Thắng, Huyện Thới Lai, Thành phố Cần Thơ",31273,92,Xã Đông Hiệp,Thành phố Cần Thơ,"Xã Đông Hiệp, Thành phố Cần Thơ",False,
31279,927,92,Xã Đông Bình,Huyện Thới Lai,Thành phố Cần Thơ,"Xã Đông Bình, Huyện Thới Lai, Thành phố Cần Thơ",31282,92,Xã Đông Thuận,Thành phố Cần Thơ,"Xã Đông Thuận, Thành phố Cần Thơ",False,
31282,927,92,Xã Đông Thuận,Huyện Thới Lai,Thành phố Cần Thơ,"Xã Đông Thuận, Huyện Thới Lai, Thành phố Cần Thơ",31282,92,Xã Đông Thuận,Thành phố Cần Thơ,"Xã Đông Thuận, Thành phố Cần Thơ",False,
31288,927,92,Xã Định Môn,Huyện Thới Lai,Thành phố Cần Thơ,"Xã Định Môn, Huyện Thới Lai, Thành phố Cần Thơ",31288,92,Xã Trường Thành,Thành phố Cần Thơ,"Xã Trường Thành, Thành phố Cần Thơ",False,
31231,924,92,Thị trấn Thanh An,Huyện Vĩnh Thạnh,Thành phố Cần Thơ,"Thị trấn Thanh An, Huyện Vĩnh Thạnh, Thành phố Cần Thơ",31231,92,Xã Thạnh An,Thành phố Cần Thơ,"Xã Thạnh An, Thành phố Cần Thơ",False,
31232,924,92,Thị trấn Vĩnh Thạnh,Huyện Vĩnh Thạnh,Thành phố Cần Thơ,"Thị trấn Vĩnh Thạnh, Huyện Vĩnh Thạnh, Thành phố Cần Thơ",31232,92,Xã Vĩnh Thạnh,Thành phố Cần Thơ,"Xã Vĩnh Thạnh, Thành phố Cần Thơ",False,
31240,924,92,Xã Thạnh An,Huyện Vĩnh Thạnh,Thành phố Cần Thơ,"Xã Thạnh An, Huyện Vĩnh Thạnh, Thành phố Cần Thơ",31246,92,Xã Thạnh Quới,Thành phố Cần Thơ,"Xã Thạnh Quới, Thành phố Cần Thơ",False,
31252,924,92,Xã Thạnh Lộc,Huyện Vĩnh Thạnh,Thành phố Cần Thơ,"Xã Thạnh Lộc, Huyện Vĩnh Thạnh, Thành phố Cần Thơ",31232,92,Xã Vĩnh Thạnh,Thành phố Cần Thơ,"Xã Vĩnh Thạnh, Thành phố Cần Thơ",False,
31244,924,92,Xã Thạnh Lợi,Huyện Vĩnh Thạnh,Thành phố Cần Thơ,"Xã Thạnh Lợi, Huyện Vĩnh Thạnh, Thành phố Cần Thơ",31231,92,Xã Thạnh An,Thành phố Cần Thơ,"Xã Thạnh An, Thành phố Cần Thơ",False,
31234,924,92,Xã Thạnh Mỹ,Huyện Vĩnh Thạnh,Thành phố Cần Thơ,"Xã Thạnh Mỹ, Huyện Vĩnh Thạnh, Thành phố Cần Thơ",31232,92,Xã Vĩnh Thạnh,Thành phố Cần Thơ,"Xã Vĩnh Thạnh, Thành phố Cần Thơ",False,
31246,924,92,Xã Thạnh Qưới,Huyện Vĩnh Thạnh,Thành phố Cần Thơ,"Xã Thạnh Qưới, Huyện Vĩnh Thạnh, Thành phố Cần Thơ",31246,92,Xã Thạnh Quới,Thành phố Cần Thơ,"Xã Thạnh Quới, Thành phố Cần Thơ",False,
31243,924,92,Xã Thạnh Thắng,Huyện Vĩnh Thạnh,Thành phố Cần Thơ,"Xã Thạnh Thắng, Huyện Vĩnh Thạnh, Thành phố Cần Thơ",31231,92,Xã Thạnh An,Thành phố Cần Thơ,"Xã Thạnh An, Thành phố Cần Thơ",False,
31241,924,92,Xã Thạnh Tiến,Huyện Vĩnh Thạnh,Thành phố Cần Thơ,"Xã Thạnh Tiến, Huyện Vĩnh Thạnh, Thành phố Cần Thơ",31246,92,Xã Thạnh Quới,Thành phố Cần Thơ,"Xã Thạnh Quới, Thành phố Cần Thơ",False,
31211,924,92,Xã Vĩnh Bình,Huyện Vĩnh Thạnh,Thành phố Cần Thơ,"Xã Vĩnh Bình, Huyện Vĩnh Thạnh, Thành phố Cần Thơ",31237,92,Xã Vĩnh Trinh,Thành phố Cần Thơ,"Xã Vĩnh Trinh, Thành phố Cần Thơ",False,
31237,924,92,Xã Vĩnh Trinh,Huyện Vĩnh Thạnh,Thành phố Cần Thơ,"Xã Vĩnh Trinh, Huyện Vĩnh Thạnh, Thành phố Cần Thơ",31237,92,Xã Vĩnh Trinh,Thành phố Cần Thơ,"Xã Vĩnh Trinh, Thành phố Cần Thơ",False,
31177,918,92,Phường An Thới,Quận Bình Thuỷ,Thành phố Cần Thơ,"Phường An Thới, Quận Bình Thuỷ, Thành phố Cần Thơ",31168,92,Phường Bình Thủy,Thành phố Cần Thơ,"Phường Bình Thủy, Thành phố Cần Thơ",False,
31168,918,92,Phường Bình Thủy,Quận Bình Thuỷ,Thành phố Cần Thơ,"Phường Bình Thủy, Quận Bình Thuỷ, Thành phố Cần Thơ",31168,92,Phường Bình Thủy,Thành phố Cần Thơ,"Phường Bình Thủy, Thành phố Cần Thơ",False,
31178,918,92,Phường Bùi Hữu Nghĩa,Quận Bình Thuỷ,Thành phố Cần Thơ,"Phường Bùi Hữu Nghĩa, Quận Bình Thuỷ, Thành phố Cần Thơ",31120,92,Phường Cái Khế,Thành phố Cần Thơ,"Phường Cái Khế, Thành phố Cần Thơ",True,
31180,918,92,Phường Long Hòa,Quận Bình Thuỷ,Thành phố Cần Thơ,"Phường Long Hòa, Quận Bình Thuỷ, Thành phố Cần Thơ",31183,92,Phường Long Tuyền,Thành phố Cần Thơ,"Phường Long Tuyền, Thành phố Cần Thơ",False,
31183,918,92,Phường Long Tuyền,Quận Bình Thuỷ,Thành phố Cần Thơ,"Phường Long Tuyền, Quận Bình Thuỷ, Thành phố Cần Thơ",31150,92,Phường An Bình,Thành phố Cần Thơ,"Phường An Bình, Thành phố Cần Thơ",True,
31174,918,92,Phường Thới An Đông,Quận Bình Thuỷ,Thành phố Cần Thơ,"Phường Thới An Đông, Quận Bình Thuỷ, Thành phố Cần Thơ",31174,92,Phường Thới An Đông,Thành phố Cần Thơ,"Phường Thới An Đông, Thành phố Cần Thơ",False,
31169,918,92,Phường Trà An,Quận Bình Thuỷ,Thành phố Cần Thơ,"Phường Trà An, Quận Bình Thuỷ, Thành phố Cần Thơ",31174,92,Phường Thới An Đông,Thành phố Cần Thơ,"Phường Thới An Đông, Thành phố Cần Thơ",False,
31171,918,92,Phường Trà Nóc,Quận Bình Thuỷ,Thành phố Cần Thơ,"Phường Trà Nóc, Quận Bình Thuỷ, Thành phố Cần Thơ",31174,92,Phường Thới An Đông,Thành phố Cần Thơ,"Phường Thới An Đông, Thành phố Cần Thơ",False,
31195,919,92,Phường Ba Láng,Quận Cái Răng,Thành phố Cần Thơ,"Phường Ba Láng, Quận Cái Răng, Thành phố Cần Thơ",31186,92,Phường Cái Răng,Thành phố Cần Thơ,"Phường Cái Răng, Thành phố Cần Thơ",False,
31189,919,92,Phường Hưng Phú,Quận Cái Răng,Thành phố Cần Thơ,"Phường Hưng Phú, Quận Cái Răng, Thành phố Cần Thơ",31201,92,Phường Hưng Phú,Thành phố Cần Thơ,"Phường Hưng Phú, Thành phố Cần Thơ",False,
31192,919,92,Phường Hưng Thạnh,Quận Cái Răng,Thành phố Cần Thơ,"Phường Hưng Thạnh, Quận Cái Răng, Thành phố Cần Thơ",31186,92,Phường Cái Răng,Thành phố Cần Thơ,"Phường Cái Răng, Thành phố Cần Thơ",False,
31186,919,92,Phường Lê Bình,Quận Cái Răng,Thành phố Cần Thơ,"Phường Lê Bình, Quận Cái Răng, Thành phố Cần Thơ",31186,92,Phường Cái Răng,Thành phố Cần Thơ,"Phường Cái Răng, Thành phố Cần Thơ",False,
31201,919,92,Phường Phú Thứ,Quận Cái Răng,Thành phố Cần Thơ,"Phường Phú Thứ, Quận Cái Răng, Thành phố Cần Thơ",31201,92,Phường Hưng Phú,Thành phố Cần Thơ,"Phường Hưng Phú, Thành phố Cần Thơ",False,
31198,919,92,Phường Thường Thạnh,Quận Cái Răng,Thành phố Cần Thơ,"Phường Thường Thạnh, Quận Cái Răng, Thành phố Cần Thơ",31186,92,Phường Cái Răng,Thành phố Cần Thơ,"Phường Cái Răng, Thành phố Cần Thơ",False,
31204,919,92,Phường Tân Phú,Quận Cái Răng,Thành phố Cần Thơ,"Phường Tân Phú, Quận Cái Răng, Thành phố Cần Thơ",31201,92,Phường Hưng Phú,Thành phố Cần Thơ,"Phường Hưng Phú, Thành phố Cần Thơ",False,
31150,916,92,Phường An Bình,Quận Ninh Kiều,Thành phố Cần Thơ,"Phường An Bình, Quận Ninh Kiều, Thành phố Cần Thơ",31150,92,Phường An Bình,Thành phố Cần Thơ,"Phường An Bình, Thành phố Cần Thơ",False,
31120,916,92,Phường An Hòa,Quận Ninh Kiều,Thành phố Cần Thơ,"Phường An Hòa, Quận Ninh Kiều, Thành phố Cần Thơ",31120,92,Phường Cái Khế,Thành phố Cần Thơ,"Phường Cái Khế, Thành phố Cần Thơ",False,
31149,916,92,Phường An Khánh,Quận Ninh Kiều,Thành phố Cần Thơ,"Phường An Khánh, Quận Ninh Kiều, Thành phố Cần Thơ",31147,92,Phường Tân An,Thành phố Cần Thơ,"Phường Tân An, Thành phố Cần Thơ",False,
31117,916,92,Phường Cái Khế,Quận Ninh Kiều,Thành phố Cần Thơ,"Phường Cái Khế, Quận Ninh Kiều, Thành phố Cần Thơ",31120,92,Phường Cái Khế,Thành phố Cần Thơ,"Phường Cái Khế, Thành phố Cần Thơ",False,
31147,916,92,Phường Hưng Lợi,Quận Ninh Kiều,Thành phố Cần Thơ,"Phường Hưng Lợi, Quận Ninh Kiều, Thành phố Cần Thơ",31147,92,Phường Tân An,Thành phố Cần Thơ,"Phường Tân An, Thành phố Cần Thơ",False,
31123,916,92,Phường Thới Bình,Quận Ninh Kiều,Thành phố Cần Thơ,"Phường Thới Bình, Quận Ninh Kiều, Thành phố Cần Thơ",31135,92,Phường Ninh Kiều,Thành phố Cần Thơ,"Phường Ninh Kiều, Thành phố Cần Thơ",False,
31135,916,92,Phường Tân An,Quận Ninh Kiều,Thành phố Cần Thơ,"Phường Tân An, Quận Ninh Kiều, Thành phố Cần Thơ",31135,92,Phường Ninh Kiều,Thành phố Cần Thơ,"Phường Ninh Kiều, Thành phố Cần Thơ",False,
31144,916,92,Phường Xuân Khánh,Quận Ninh Kiều,Thành phố Cần Thơ,"Phường Xuân Khánh, Quận Ninh Kiều, Thành phố Cần Thơ",31135,92,Phường Ninh Kiều,Thành phố Cần Thơ,"Phường Ninh Kiều, Thành phố Cần Thơ",False,
31212,923,92,Phường Thuận An,Quận Thốt Nốt,Thành phố Cần Thơ,"Phường Thuận An, Quận Thốt Nốt, Thành phố Cần Thơ",31207,92,Phường Thốt Nốt,Thành phố Cần Thơ,"Phường Thốt Nốt, Thành phố Cần Thơ",False,
31228,923,92,Phường Thuận Hưng,Quận Thốt Nốt,Thành phố Cần Thơ,"Phường Thuận Hưng, Quận Thốt Nốt, Thành phố Cần Thơ",31228,92,Phường Thuận Hưng,Thành phố Cần Thơ,"Phường Thuận Hưng, Thành phố Cần Thơ",False,
31217,923,92,Phường Thạnh Hoà,Quận Thốt Nốt,Thành phố Cần Thơ,"Phường Thạnh Hoà, Quận Thốt Nốt, Thành phố Cần Thơ",31217,92,Phường Trung Nhứt,Thành phố Cần Thơ,"Phường Trung Nhứt, Thành phố Cần Thơ",False,
31207,923,92,Phường Thốt Nốt,Quận Thốt Nốt,Thành phố Cần Thơ,"Phường Thốt Nốt, Quận Thốt Nốt, Thành phố Cần Thơ",31207,92,Phường Thốt Nốt,Thành phố Cần Thơ,"Phường Thốt Nốt, Thành phố Cần Thơ",True,
31210,923,92,Phường Thới Thuận,Quận Thốt Nốt,Thành phố Cần Thơ,"Phường Thới Thuận, Quận Thốt Nốt, Thành phố Cần Thơ",31207,92,Phường Thốt Nốt,Thành phố Cần Thơ,"Phường Thốt Nốt, Thành phố Cần Thơ",False,
31219,923,92,Phường Trung Kiên,Quận Thốt Nốt,Thành phố Cần Thơ,"Phường Trung Kiên, Quận Thốt Nốt, Thành phố Cần Thơ",31228,92,Phường Thuận Hưng,Thành phố Cần Thơ,"Phường Thuận Hưng, Thành phố Cần Thơ",False,
31216,923,92,Phường Trung Nhứt,Quận Thốt Nốt,Thành phố Cần Thơ,"Phường Trung Nhứt, Quận Thốt Nốt, Thành phố Cần Thơ",31217,92,Phường Trung Nhứt,Thành phố Cần Thơ,"Phường Trung Nhứt, Thành phố Cần Thơ",False,
31227,923,92,Phường Tân Hưng,Quận Thốt Nốt,Thành phố Cần Thơ,"Phường Tân Hưng, Quận Thốt Nốt, Thành phố Cần Thơ",31157,92,Phường Thới Long,Thành phố Cần Thơ,"Phường Thới Long, Thành phố Cần Thơ",False,
31213,923,92,Phường Tân Lộc,Quận Thốt Nốt,Thành phố Cần Thơ,"Phường Tân Lộc, Quận Thốt Nốt, Thành phố Cần Thơ",31213,92,Phường Tân Lộc,Thành phố Cần Thơ,"Phường Tân Lộc, Thành phố Cần Thơ",False,
31153,917,92,Phường Châu Văn Liêm,Quận Ô Môn,Thành phố Cần Thơ,"Phường Châu Văn Liêm, Quận Ô Môn, Thành phố Cần Thơ",31153,92,Phường Ô Môn,Thành phố Cần Thơ,"Phường Ô Môn, Thành phố Cần Thơ",False,
31157,917,92,Phường Long Hưng,Quận Ô Môn,Thành phố Cần Thơ,"Phường Long Hưng, Quận Ô Môn, Thành phố Cần Thơ",31157,92,Phường Thới Long,Thành phố Cần Thơ,"Phường Thới Long, Thành phố Cần Thơ",False,
31162,917,92,Phường Phước Thới,Quận Ô Môn,Thành phố Cần Thơ,"Phường Phước Thới, Quận Ô Môn, Thành phố Cần Thơ",31162,92,Phường Phước Thới,Thành phố Cần Thơ,"Phường Phước Thới, Thành phố Cần Thơ",False,
31159,917,92,Phường Thới An,Quận Ô Môn,Thành phố Cần Thơ,"Phường Thới An, Quận Ô Môn, Thành phố Cần Thơ",31153,92,Phường Ô Môn,Thành phố Cần Thơ,"Phường Ô Môn, Thành phố Cần Thơ",False,
31154,917,92,Phường Thới Hòa,Quận Ô Môn,Thành phố Cần Thơ,"Phường Thới Hòa, Quận Ô Môn, Thành phố Cần Thơ",31153,92,Phường Ô Môn,Thành phố Cần Thơ,"Phường Ô Môn, Thành phố Cần Thơ",False,
31156,917,92,Phường Thới Long,Quận Ô Môn,Thành phố Cần Thơ,"Phường Thới Long, Quận Ô Môn, Thành phố Cần Thơ",31157,92,Phường Thới Long,Thành phố Cần Thơ,"Phường Thới Long, Thành phố Cần Thơ",False,
31165,917,92,Phường Trường Lạc,Quận Ô Môn,Thành phố Cần Thơ,"Phường Trường Lạc, Quận Ô Môn, Thành phố Cần Thơ",31162,92,Phường Phước Thới,Thành phố Cần Thơ,"Phường Phước Thới, Thành phố Cần Thơ",False,
20044,481,46,Thị trấn A Lưới,Huyện A Lưới,Thành phố Huế,"Thị trấn A Lưới, Huyện A Lưới, Thành phố Huế",20044,46,Xã A Lưới 2,Thành phố Huế,"Xã A Lưới 2, Thành phố Huế",False,
20068,481,46,Xã A Ngo,Huyện A Lưới,Thành phố Huế,"Xã A Ngo, Huyện A Lưới, Thành phố Huế",20044,46,Xã A Lưới 2,Thành phố Huế,"Xã A Lưới 2, Thành phố Huế",False,
20095,481,46,Xã A Roàng,Huyện A Lưới,Thành phố Huế,"Xã A Roàng, Huyện A Lưới, Thành phố Huế",20101,46,Xã A Lưới 4,Thành phố Huế,"Xã A Lưới 4, Thành phố Huế",False,
20059,481,46,Xã Hương Nguyên,Huyện A Lưới,Thành phố Huế,"Xã Hương Nguyên, Huyện A Lưới, Thành phố Huế",20050,46,Xã A Lưới 5,Thành phố Huế,"Xã A Lưới 5, Thành phố Huế",False,
20080,481,46,Xã Hương Phong,Huyện A Lưới,Thành phố Huế,"Xã Hương Phong, Huyện A Lưới, Thành phố Huế",20101,46,Xã A Lưới 4,Thành phố Huế,"Xã A Lưới 4, Thành phố Huế",False,
20065,481,46,Xã Hồng Bắc,Huyện A Lưới,Thành phố Huế,"Xã Hồng Bắc, Huyện A Lưới, Thành phố Huế",20044,46,Xã A Lưới 2,Thành phố Huế,"Xã A Lưới 2, Thành phố Huế",False,
20050,481,46,Xã Hồng Hạ,Huyện A Lưới,Thành phố Huế,"Xã Hồng Hạ, Huyện A Lưới, Thành phố Huế",20050,46,Xã A Lưới 5,Thành phố Huế,"Xã A Lưới 5, Thành phố Huế",False,
20053,481,46,Xã Hồng Kim,Huyện A Lưới,Thành phố Huế,"Xã Hồng Kim, Huyện A Lưới, Thành phố Huế",20056,46,Xã A Lưới 1,Thành phố Huế,"Xã A Lưới 1, Thành phố Huế",False,
20089,481,46,Xã Hồng Thái,Huyện A Lưới,Thành phố Huế,"Xã Hồng Thái, Huyện A Lưới, Thành phố Huế",20071,46,Xã A Lưới 3,Thành phố Huế,"Xã A Lưới 3, Thành phố Huế",False,
20086,481,46,Xã Hồng Thượng,Huyện A Lưới,Thành phố Huế,"Xã Hồng Thượng, Huyện A Lưới, Thành phố Huế",20071,46,Xã A Lưới 3,Thành phố Huế,"Xã A Lưới 3, Thành phố Huế",False,
20104,481,46,Xã Hồng Thủy,Huyện A Lưới,Thành phố Huế,"Xã Hồng Thủy, Huyện A Lưới, Thành phố Huế",20056,46,Xã A Lưới 1,Thành phố Huế,"Xã A Lưới 1, Thành phố Huế",False,
20047,481,46,Xã Hồng Vân,Huyện A Lưới,Thành phố Huế,"Xã Hồng Vân, Huyện A Lưới, Thành phố Huế",20056,46,Xã A Lưới 1,Thành phố Huế,"Xã A Lưới 1, Thành phố Huế",False,
20101,481,46,Xã Lâm Đớt,Huyện A Lưới,Thành phố Huế,"Xã Lâm Đớt, Huyện A Lưới, Thành phố Huế",20101,46,Xã A Lưới 4,Thành phố Huế,"Xã A Lưới 4, Thành phố Huế",False,
20074,481,46,Xã Phú Vinh,Huyện A Lưới,Thành phố Huế,"Xã Phú Vinh, Huyện A Lưới, Thành phố Huế",20071,46,Xã A Lưới 3,Thành phố Huế,"Xã A Lưới 3, Thành phố Huế",False,
20083,481,46,Xã Quảng Nhâm,Huyện A Lưới,Thành phố Huế,"Xã Quảng Nhâm, Huyện A Lưới, Thành phố Huế",20044,46,Xã A Lưới 2,Thành phố Huế,"Xã A Lưới 2, Thành phố Huế",False,
20071,481,46,Xã Sơn Thủy,Huyện A Lưới,Thành phố Huế,"Xã Sơn Thủy, Huyện A Lưới, Thành phố Huế",20071,46,Xã A Lưới 3,Thành phố Huế,"Xã A Lưới 3, Thành phố Huế",False,
20056,481,46,Xã Trung Sơn,Huyện A Lưới,Thành phố Huế,"Xã Trung Sơn, Huyện A Lưới, Thành phố Huế",20056,46,Xã A Lưới 1,Thành phố Huế,"Xã A Lưới 1, Thành phố Huế",False,
20098,481,46,Xã Đông Sơn,Huyện A Lưới,Thành phố Huế,"Xã Đông Sơn, Huyện A Lưới, Thành phố Huế",20101,46,Xã A Lưới 4,Thành phố Huế,"Xã A Lưới 4, Thành phố Huế",False,
20161,482,46,Thị trấn Khe Tre,Huyện Phú Lộc,Thành phố Huế,"Thị trấn Khe Tre, Huyện Phú Lộc, Thành phố Huế",20161,46,Xã Khe Tre,Thành phố Huế,"Xã Khe Tre, Thành phố Huế",False,
20110,482,46,Thị trấn Lăng Cô,Huyện Phú Lộc,Thành phố Huế,"Thị trấn Lăng Cô, Huyện Phú Lộc, Thành phố Huế",20137,46,Xã Chân Mây - Lăng Cô,Thành phố Huế,"Xã Chân Mây - Lăng Cô, Thành phố Huế",False,
20131,482,46,Thị trấn Lộc Sơn,Huyện Phú Lộc,Thành phố Huế,"Thị trấn Lộc Sơn, Huyện Phú Lộc, Thành phố Huế",20131,46,Xã Hưng Lộc,Thành phố Huế,"Xã Hưng Lộc, Thành phố Huế",False,
20107,482,46,Thị trấn Phú Lộc,Huyện Phú Lộc,Thành phố Huế,"Thị trấn Phú Lộc, Huyện Phú Lộc, Thành phố Huế",20107,46,Xã Phú Lộc,Thành phố Huế,"Xã Phú Lộc, Thành phố Huế",False,
20122,482,46,Xã Giang Hải,Huyện Phú Lộc,Thành phố Huế,"Xã Giang Hải, Huyện Phú Lộc, Thành phố Huế",20122,46,Xã Vinh Lộc,Thành phố Huế,"Xã Vinh Lộc, Thành phố Huế",False,
