provinceCode,isMergedProvince,districtCode,districtType,wardCode,wardType,isMergedWard,isDividedWard,province,district,ward,newProvince,newWard,newWardShort,newProvinceCode,newProvinceLat,newProvinceLon,newWardCode,newWardType,newWardLat,newWardLon,newWardAreaKm2
31,True,316,Huyện,11866.0,Xã,True,False,Thành phố Hải Phòng,Huyện Vĩnh Bảo,Xã Vĩnh Hưng,Thành phố Hải Phòng,Xã Vĩnh Bảo,Vĩnh Bảo,31,20.8759,106.47,11824,Xã,20.6796,106.487,30.6
31,True,316,Huyện,11875.0,Xã,True,False,Thành phố Hải Phòng,Huyện Vĩnh Bảo,Xã Vĩnh Hải,Thành phố Hải Phòng,Xã Vĩnh Hải,Vĩnh Hải,31,20.8759,106.47,11875,Xã,20.6361,106.475,32.21
31,True,316,Huyện,11881.0,Xã,True,False,Thành phố Hải Phòng,Huyện Vĩnh Bảo,Xã Liên Am,Thành phố Hải Phòng,Xã Vĩnh Am,Vĩnh Am,31,20.8759,106.47,11887,Xã,20.6348,106.519,27.34
31,True,316,Huyện,11884.0,Xã,True,False,Thành phố Hải Phòng,Huyện Vĩnh Bảo,Xã Lý Học,Thành phố Hải Phòng,Xã Nguyễn Bỉnh Khiêm,Nguyễn Bỉnh Khiêm,31,20.8759,106.47,11911,Xã,20.6622,106.563,26.37
31,True,316,Huyện,11887.0,Xã,True,False,Thành phố Hải Phòng,Huyện Vĩnh Bảo,Xã Tam Cường,Thành phố Hải Phòng,Xã Vĩnh Am,Vĩnh Am,31,20.8759,106.47,11887,Xã,20.6348,106.519,27.34
31,True,316,Huyện,11890.0,Xã,True,True,Thành phố Hải Phòng,Huyện Vĩnh Bảo,Xã Hòa Bình,Thành phố Hải Phòng,Xã Hà Nam,Hà Nam,31,20.8759,106.47,10843,Xã,20.921,106.463,27.78
31,True,316,Huyện,11890.0,Xã,True,True,Thành phố Hải Phòng,Huyện Vĩnh Bảo,Xã Hòa Bình,Thành phố Hải Phòng,Xã Kim Thành,Kim Thành,31,20.8759,106.47,10804,Xã,20.885,106.514,33.79
31,True,316,Huyện,11890.0,Xã,True,True,Thành phố Hải Phòng,Huyện Vĩnh Bảo,Xã Hòa Bình,Thành phố Hải Phòng,Xã Nguyễn Bỉnh Khiêm,Nguyễn Bỉnh Khiêm,31,20.8759,106.47,11911,Xã,20.6622,106.563,26.37
31,True,316,Huyện,11893.0,Xã,True,False,Thành phố Hải Phòng,Huyện Vĩnh Bảo,Xã Tiền Phong,Thành phố Hải Phòng,Xã Vĩnh Hải,Vĩnh Hải,31,20.8759,106.47,11875,Xã,20.6361,106.475,32.21
31,True,316,Huyện,11902.0,Xã,True,False,Thành phố Hải Phòng,Huyện Vĩnh Bảo,Xã Cao Minh,Thành phố Hải Phòng,Xã Vĩnh Am,Vĩnh Am,31,20.8759,106.47,11887,Xã,20.6348,106.519,27.34
31,True,316,Huyện,11911.0,Xã,True,False,Thành phố Hải Phòng,Huyện Vĩnh Bảo,Xã Trấn Dương,Thành phố Hải Phòng,Xã Nguyễn Bỉnh Khiêm,Nguyễn Bỉnh Khiêm,31,20.8759,106.47,11911,Xã,20.6622,106.563,26.37
31,True,317,Huyện,11914.0,Thị trấn,True,False,Thành phố Hải Phòng,Huyện Cát Hải,Thị trấn Cát Bà,Thành phố Hải Phòng,Đặc khu Cát Hải,Cát Hải,31,20.8759,106.47,11914,Đặc khu,20.8087,106.869,286.98
31,True,317,Huyện,11917.0,Thị trấn,True,False,Thành phố Hải Phòng,Huyện Cát Hải,Thị trấn Cát Hải,Thành phố Hải Phòng,Đặc khu Cát Hải,Cát Hải,31,20.8759,106.47,11914,Đặc khu,20.8087,106.869,286.98
31,True,317,Huyện,11920.0,Xã,True,False,Thành phố Hải Phòng,Huyện Cát Hải,Xã Nghĩa Lộ,Thành phố Hải Phòng,Đặc khu Cát Hải,Cát Hải,31,20.8759,106.47,11914,Đặc khu,20.8087,106.869,286.98
31,True,317,Huyện,11923.0,Xã,True,False,Thành phố Hải Phòng,Huyện Cát Hải,Xã Đồng Bài,Thành phố Hải Phòng,Đặc khu Cát Hải,Cát Hải,31,20.8759,106.47,11914,Đặc khu,20.8087,106.869,286.98
31,True,317,Huyện,11926.0,Xã,True,False,Thành phố Hải Phòng,Huyện Cát Hải,Xã Hoàng Châu,Thành phố Hải Phòng,Đặc khu Cát Hải,Cát Hải,31,20.8759,106.47,11914,Đặc khu,20.8087,106.869,286.98
31,True,317,Huyện,11929.0,Xã,True,False,Thành phố Hải Phòng,Huyện Cát Hải,Xã Văn Phong,Thành phố Hải Phòng,Đặc khu Cát Hải,Cát Hải,31,20.8759,106.47,11914,Đặc khu,20.8087,106.869,286.98
31,True,317,Huyện,11932.0,Xã,True,False,Thành phố Hải Phòng,Huyện Cát Hải,Xã Phù Long,Thành phố Hải Phòng,Đặc khu Cát Hải,Cát Hải,31,20.8759,106.47,11914,Đặc khu,20.8087,106.869,286.98
31,True,317,Huyện,11935.0,Xã,True,False,Thành phố Hải Phòng,Huyện Cát Hải,Xã Gia Luận,Thành phố Hải Phòng,Đặc khu Cát Hải,Cát Hải,31,20.8759,106.47,11914,Đặc khu,20.8087,106.869,286.98
31,True,317,Huyện,11938.0,Xã,True,False,Thành phố Hải Phòng,Huyện Cát Hải,Xã Hiền Hào,Thành phố Hải Phòng,Đặc khu Cát Hải,Cát Hải,31,20.8759,106.47,11914,Đặc khu,20.8087,106.869,286.98
31,True,317,Huyện,11941.0,Xã,True,False,Thành phố Hải Phòng,Huyện Cát Hải,Xã Trân Châu,Thành phố Hải Phòng,Đặc khu Cát Hải,Cát Hải,31,20.8759,106.47,11914,Đặc khu,20.8087,106.869,286.98
31,True,317,Huyện,11944.0,Xã,True,False,Thành phố Hải Phòng,Huyện Cát Hải,Xã Việt Hải,Thành phố Hải Phòng,Đặc khu Cát Hải,Cát Hải,31,20.8759,106.47,11914,Đặc khu,20.8087,106.869,286.98
31,True,317,Huyện,11947.0,Xã,True,False,Thành phố Hải Phòng,Huyện Cát Hải,Xã Xuân Đám,Thành phố Hải Phòng,Đặc khu Cát Hải,Cát Hải,31,20.8759,106.47,11914,Đặc khu,20.8087,106.869,286.98
31,True,318,Huyện,,,True,False,Thành phố Hải Phòng,Huyện Bạch Long Vĩ,,Thành phố Hải Phòng,Đặc khu Bạch Long Vĩ,Bạch Long Vĩ,31,20.8759,106.47,11948,Đặc khu,20.1346,107.7307,3.07
33,True,323,Thành phố,11950.0,Phường,True,False,Tỉnh Hưng Yên,Thành phố Hưng Yên,Phường Lam Sơn,Tỉnh Hưng Yên,Phường Sơn Nam,Sơn Nam,33,20.4528,106.463,11983,Phường,20.6914,106.043,23.62
33,True,323,Thành phố,11953.0,Phường,True,False,Tỉnh Hưng Yên,Thành phố Hưng Yên,Phường Hiến Nam,Tỉnh Hưng Yên,Phường Phố Hiến,Phố Hiến,33,20.4528,106.463,11953,Phường,20.6634,106.068,21.5
33,True,323,Thành phố,11956.0,Phường,True,False,Tỉnh Hưng Yên,Thành phố Hưng Yên,Phường An Tảo,Tỉnh Hưng Yên,Phường Phố Hiến,Phố Hiến,33,20.4528,106.463,11953,Phường,20.6634,106.068,21.5
33,True,323,Thành phố,11959.0,Phường,True,False,Tỉnh Hưng Yên,Thành phố Hưng Yên,Phường Lê Lợi,Tỉnh Hưng Yên,Phường Phố Hiến,Phố Hiến,33,20.4528,106.463,11953,Phường,20.6634,106.068,21.5
33,True,323,Thành phố,11962.0,Phường,True,False,Tỉnh Hưng Yên,Thành phố Hưng Yên,Phường Minh Khai,Tỉnh Hưng Yên,Phường Phố Hiến,Phố Hiến,33,20.4528,106.463,11953,Phường,20.6634,106.068,21.5
33,True,323,Thành phố,11968.0,Phường,True,False,Tỉnh Hưng Yên,Thành phố Hưng Yên,Phường Hồng Châu,Tỉnh Hưng Yên,Phường Hồng Châu,Hồng Châu,33,20.4528,106.463,11980,Phường,20.6236,106.063,15.41
33,True,323,Thành phố,11971.0,Xã,True,False,Tỉnh Hưng Yên,Thành phố Hưng Yên,Xã Trung Nghĩa,Tỉnh Hưng Yên,Phường Phố Hiến,Phố Hiến,33,20.4528,106.463,11953,Phường,20.6634,106.068,21.5
33,True,323,Thành phố,11974.0,Xã,True,False,Tỉnh Hưng Yên,Thành phố Hưng Yên,Xã Liên Phương,Tỉnh Hưng Yên,Phường Phố Hiến,Phố Hiến,33,20.4528,106.463,11953,Phường,20.6634,106.068,21.5
33,True,323,Thành phố,11977.0,Xã,True,False,Tỉnh Hưng Yên,Thành phố Hưng Yên,Xã Phương Nam,Tỉnh Hưng Yên,Xã Tân Hưng,Tân Hưng,33,20.4528,106.463,11977,Xã,20.6384,106.097,92.41
33,True,323,Thành phố,11980.0,Xã,True,False,Tỉnh Hưng Yên,Thành phố Hưng Yên,Xã Quảng Châu,Tỉnh Hưng Yên,Phường Hồng Châu,Hồng Châu,33,20.4528,106.463,11980,Phường,20.6236,106.063,15.41
33,True,323,Thành phố,11983.0,Xã,True,False,Tỉnh Hưng Yên,Thành phố Hưng Yên,Xã Bảo Khê,Tỉnh Hưng Yên,Phường Sơn Nam,Sơn Nam,33,20.4528,106.463,11983,Phường,20.6914,106.043,23.62
33,True,323,Thành phố,12331.0,Xã,True,False,Tỉnh Hưng Yên,Thành phố Hưng Yên,Xã Phú Cường,Tỉnh Hưng Yên,Phường Sơn Nam,Sơn Nam,33,20.4528,106.463,11983,Phường,20.6914,106.043,23.62
33,True,323,Thành phố,12334.0,Xã,True,False,Tỉnh Hưng Yên,Thành phố Hưng Yên,Xã Hùng Cường,Tỉnh Hưng Yên,Phường Sơn Nam,Sơn Nam,33,20.4528,106.463,11983,Phường,20.6914,106.043,23.62
33,True,323,Thành phố,12385.0,Xã,True,False,Tỉnh Hưng Yên,Thành phố Hưng Yên,Xã Tân Hưng,Tỉnh Hưng Yên,Xã Tân Hưng,Tân Hưng,33,20.4528,106.463,11977,Xã,20.6384,106.097,92.41
33,True,323,Thành phố,12388.0,Xã,True,False,Tỉnh Hưng Yên,Thành phố Hưng Yên,Xã Hoàng Hanh,Tỉnh Hưng Yên,Phường Hồng Châu,Hồng Châu,33,20.4528,106.463,11980,Phường,20.6236,106.063,15.41
33,True,325,Huyện,11986.0,Thị trấn,True,False,Tỉnh Hưng Yên,Huyện Văn Lâm,Thị trấn Như Quỳnh,Tỉnh Hưng Yên,Xã Như Quỳnh,Như Quỳnh,33,20.4528,106.463,12004,Xã,20.9696,105.997,27.32
33,True,325,Huyện,11989.0,Xã,True,True,Tỉnh Hưng Yên,Huyện Văn Lâm,Xã Lạc Đạo,Tỉnh Hưng Yên,Xã Đại Đồng,Đại Đồng,33,20.4528,106.463,11995,Xã,20.9885,106.093,77.87
33,True,325,Huyện,11989.0,Xã,True,True,Tỉnh Hưng Yên,Huyện Văn Lâm,Xã Lạc Đạo,Tỉnh Hưng Yên,Xã Lạc Đạo,Lạc Đạo,33,20.4528,106.463,11992,Xã,20.9812,106.036,22.22
33,True,325,Huyện,11992.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Lâm,Xã Chỉ Đạo,Tỉnh Hưng Yên,Xã Lạc Đạo,Lạc Đạo,33,20.4528,106.463,11992,Xã,20.9812,106.036,22.22
33,True,325,Huyện,11995.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Lâm,Xã Đại Đồng,Tỉnh Hưng Yên,Xã Đại Đồng,Đại Đồng,33,20.4528,106.463,11995,Xã,20.9885,106.093,77.87
33,True,325,Huyện,11998.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Lâm,Xã Việt Hưng,Tỉnh Hưng Yên,Xã Đại Đồng,Đại Đồng,33,20.4528,106.463,11995,Xã,20.9885,106.093,77.87
33,True,325,Huyện,12001.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Lâm,Xã Tân Quang,Tỉnh Hưng Yên,Xã Như Quỳnh,Như Quỳnh,33,20.4528,106.463,12004,Xã,20.9696,105.997,27.32
33,True,325,Huyện,12004.0,Xã,True,True,Tỉnh Hưng Yên,Huyện Văn Lâm,Xã Đình Dù,Tỉnh Hưng Yên,Xã Đại Đồng,Đại Đồng,33,20.4528,106.463,11995,Xã,20.9885,106.093,77.87
33,True,325,Huyện,12004.0,Xã,True,True,Tỉnh Hưng Yên,Huyện Văn Lâm,Xã Đình Dù,Tỉnh Hưng Yên,Xã Như Quỳnh,Như Quỳnh,33,20.4528,106.463,12004,Xã,20.9696,105.997,27.32
33,True,325,Huyện,12007.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Lâm,Xã Minh Hải,Tỉnh Hưng Yên,Xã Lạc Đạo,Lạc Đạo,33,20.4528,106.463,11992,Xã,20.9812,106.036,22.22
33,True,325,Huyện,12010.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Lâm,Xã Lương Tài,Tỉnh Hưng Yên,Xã Đại Đồng,Đại Đồng,33,20.4528,106.463,11995,Xã,20.9885,106.093,77.87
33,True,325,Huyện,12013.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Lâm,Xã Trưng Trắc,Tỉnh Hưng Yên,Xã Như Quỳnh,Như Quỳnh,33,20.4528,106.463,12004,Xã,20.9696,105.997,27.32
33,True,325,Huyện,12016.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Lâm,Xã Lạc Hồng,Tỉnh Hưng Yên,Xã Như Quỳnh,Như Quỳnh,33,20.4528,106.463,12004,Xã,20.9696,105.997,27.32
33,True,326,Huyện,12019.0,Thị trấn,True,False,Tỉnh Hưng Yên,Huyện Văn Giang,Thị trấn Văn Giang,Tỉnh Hưng Yên,Xã Văn Giang,Văn Giang,33,20.4528,106.463,12019,Xã,20.9276,105.927,22.96
33,True,326,Huyện,12022.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Giang,Xã Xuân Quan,Tỉnh Hưng Yên,Xã Phụng Công,Phụng Công,33,20.4528,106.463,12025,Xã,20.9583,105.93,14.62
33,True,326,Huyện,12025.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Giang,Xã Cửu Cao,Tỉnh Hưng Yên,Xã Phụng Công,Phụng Công,33,20.4528,106.463,12025,Xã,20.9583,105.93,14.62
33,True,326,Huyện,12028.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Giang,Xã Phụng Công,Tỉnh Hưng Yên,Xã Phụng Công,Phụng Công,33,20.4528,106.463,12025,Xã,20.9583,105.93,14.62
33,True,326,Huyện,12031.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Giang,Xã Nghĩa Trụ,Tỉnh Hưng Yên,Xã Nghĩa Trụ,Nghĩa Trụ,33,20.4528,106.463,12031,Xã,20.9504,105.978,22.8
33,True,326,Huyện,12034.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Giang,Xã Long Hưng,Tỉnh Hưng Yên,Xã Nghĩa Trụ,Nghĩa Trụ,33,20.4528,106.463,12031,Xã,20.9504,105.978,22.8
33,True,326,Huyện,12037.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Giang,Xã Vĩnh Khúc,Tỉnh Hưng Yên,Xã Nghĩa Trụ,Nghĩa Trụ,33,20.4528,106.463,12031,Xã,20.9504,105.978,22.8
33,True,326,Huyện,12040.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Giang,Xã Liên Nghĩa,Tỉnh Hưng Yên,Xã Văn Giang,Văn Giang,33,20.4528,106.463,12019,Xã,20.9276,105.927,22.96
33,True,326,Huyện,12043.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Giang,Xã Tân Tiến,Tỉnh Hưng Yên,Xã Văn Giang,Văn Giang,33,20.4528,106.463,12019,Xã,20.9276,105.927,22.96
33,True,326,Huyện,12046.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Giang,Xã Thắng Lợi,Tỉnh Hưng Yên,Xã Mễ Sở,Mễ Sở,33,20.4528,106.463,12049,Xã,20.8927,105.924,17.51
33,True,326,Huyện,12049.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Văn Giang,Xã Mễ Sở,Tỉnh Hưng Yên,Xã Mễ Sở,Mễ Sở,33,20.4528,106.463,12049,Xã,20.8927,105.924,17.51
33,True,327,Huyện,12052.0,Thị trấn,True,False,Tỉnh Hưng Yên,Huyện Yên Mỹ,Thị trấn Yên Mỹ,Tỉnh Hưng Yên,Xã Yên Mỹ,Yên Mỹ,33,20.4528,106.463,12073,Xã,20.8726,106.051,33.12
33,True,327,Huyện,12055.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Yên Mỹ,Xã Nguyễn Văn Linh,Tỉnh Hưng Yên,Xã Nguyễn Văn Linh,Nguyễn Văn Linh,33,20.4528,106.463,12064,Xã,20.9203,106.042,20.9
33,True,327,Huyện,12061.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Yên Mỹ,Xã Đồng Than,Tỉnh Hưng Yên,Xã Hoàn Long,Hoàn Long,33,20.4528,106.463,12070,Xã,20.9115,106.005,19.6
33,True,327,Huyện,12064.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Yên Mỹ,Xã Ngọc Long,Tỉnh Hưng Yên,Xã Nguyễn Văn Linh,Nguyễn Văn Linh,33,20.4528,106.463,12064,Xã,20.9203,106.042,20.9
33,True,327,Huyện,12067.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Yên Mỹ,Xã Liêu Xá,Tỉnh Hưng Yên,Xã Nguyễn Văn Linh,Nguyễn Văn Linh,33,20.4528,106.463,12064,Xã,20.9203,106.042,20.9
33,True,327,Huyện,12070.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Yên Mỹ,Xã Hoàn Long,Tỉnh Hưng Yên,Xã Hoàn Long,Hoàn Long,33,20.4528,106.463,12070,Xã,20.9115,106.005,19.6
33,True,327,Huyện,12073.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Yên Mỹ,Xã Tân Lập,Tỉnh Hưng Yên,Xã Yên Mỹ,Yên Mỹ,33,20.4528,106.463,12073,Xã,20.8726,106.051,33.12
33,True,327,Huyện,12076.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Yên Mỹ,Xã Thanh Long,Tỉnh Hưng Yên,Xã Việt Yên,Việt Yên,33,20.4528,106.463,12091,Xã,20.8816,106.002,23.9845
33,True,327,Huyện,12079.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Yên Mỹ,Xã Yên Phú,Tỉnh Hưng Yên,Xã Việt Yên,Việt Yên,33,20.4528,106.463,12091,Xã,20.8816,106.002,23.9845
33,True,327,Huyện,12085.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Yên Mỹ,Xã Trung Hòa,Tỉnh Hưng Yên,Xã Yên Mỹ,Yên Mỹ,33,20.4528,106.463,12073,Xã,20.8726,106.051,33.12
33,True,327,Huyện,12091.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Yên Mỹ,Xã Việt Yên,Tỉnh Hưng Yên,Xã Việt Yên,Việt Yên,33,20.4528,106.463,12091,Xã,20.8816,106.002,23.9845
33,True,327,Huyện,12100.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Yên Mỹ,Xã Tân Minh,Tỉnh Hưng Yên,Xã Yên Mỹ,Yên Mỹ,33,20.4528,106.463,12073,Xã,20.8726,106.051,33.12
33,True,328,Thị xã,12103.0,Phường,True,False,Tỉnh Hưng Yên,Thị xã Mỹ Hào,Phường Bần Yên Nhân,Tỉnh Hưng Yên,Phường Mỹ Hào,Mỹ Hào,33,20.4528,106.463,12103,Phường,20.95,106.075,28.36
33,True,328,Thị xã,12106.0,Phường,True,False,Tỉnh Hưng Yên,Thị xã Mỹ Hào,Phường Phan Đình Phùng,Tỉnh Hưng Yên,Phường Mỹ Hào,Mỹ Hào,33,20.4528,106.463,12103,Phường,20.95,106.075,28.36
33,True,328,Thị xã,12109.0,Xã,True,False,Tỉnh Hưng Yên,Thị xã Mỹ Hào,Xã Cẩm Xá,Tỉnh Hưng Yên,Phường Mỹ Hào,Mỹ Hào,33,20.4528,106.463,12103,Phường,20.95,106.075,28.36
33,True,328,Thị xã,12112.0,Xã,True,False,Tỉnh Hưng Yên,Thị xã Mỹ Hào,Xã Dương Quang,Tỉnh Hưng Yên,Phường Thượng Hồng,Thượng Hồng,33,20.4528,106.463,12127,Phường,20.9348,106.128,25.41
33,True,328,Thị xã,12115.0,Xã,True,False,Tỉnh Hưng Yên,Thị xã Mỹ Hào,Xã Hòa Phong,Tỉnh Hưng Yên,Phường Thượng Hồng,Thượng Hồng,33,20.4528,106.463,12127,Phường,20.9348,106.128,25.41
33,True,328,Thị xã,12118.0,Phường,True,False,Tỉnh Hưng Yên,Thị xã Mỹ Hào,Phường Nhân Hòa,Tỉnh Hưng Yên,Phường Mỹ Hào,Mỹ Hào,33,20.4528,106.463,12103,Phường,20.95,106.075,28.36
33,True,328,Thị xã,12121.0,Phường,True,False,Tỉnh Hưng Yên,Thị xã Mỹ Hào,Phường Dị Sử,Tỉnh Hưng Yên,Phường Đường Hào,Đường Hào,33,20.4528,106.463,12133,Phường,20.8935,106.101,25.62
33,True,328,Thị xã,12124.0,Phường,True,False,Tỉnh Hưng Yên,Thị xã Mỹ Hào,Phường Bạch Sam,Tỉnh Hưng Yên,Phường Thượng Hồng,Thượng Hồng,33,20.4528,106.463,12127,Phường,20.9348,106.128,25.41
33,True,328,Thị xã,12127.0,Phường,True,False,Tỉnh Hưng Yên,Thị xã Mỹ Hào,Phường Minh Đức,Tỉnh Hưng Yên,Phường Thượng Hồng,Thượng Hồng,33,20.4528,106.463,12127,Phường,20.9348,106.128,25.41
33,True,328,Thị xã,12130.0,Phường,True,False,Tỉnh Hưng Yên,Thị xã Mỹ Hào,Phường Phùng Chí Kiên,Tỉnh Hưng Yên,Phường Đường Hào,Đường Hào,33,20.4528,106.463,12133,Phường,20.8935,106.101,25.62
33,True,328,Thị xã,12133.0,Xã,True,False,Tỉnh Hưng Yên,Thị xã Mỹ Hào,Xã Xuân Dục,Tỉnh Hưng Yên,Phường Đường Hào,Đường Hào,33,20.4528,106.463,12133,Phường,20.8935,106.101,25.62
33,True,328,Thị xã,12136.0,Xã,True,False,Tỉnh Hưng Yên,Thị xã Mỹ Hào,Xã Ngọc Lâm,Tỉnh Hưng Yên,Phường Đường Hào,Đường Hào,33,20.4528,106.463,12133,Phường,20.8935,106.101,25.62
33,True,328,Thị xã,12139.0,Xã,True,False,Tỉnh Hưng Yên,Thị xã Mỹ Hào,Xã Hưng Long,Tỉnh Hưng Yên,Phường Đường Hào,Đường Hào,33,20.4528,106.463,12133,Phường,20.8935,106.101,25.62
33,True,329,Huyện,12142.0,Thị trấn,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Thị trấn Ân Thi,Tỉnh Hưng Yên,Xã Ân Thi,Ân Thi,33,20.4528,106.463,12142,Xã,20.8246,106.101,24.39
33,True,329,Huyện,12145.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Xã Phù Ủng,Tỉnh Hưng Yên,Xã Phạm Ngũ Lão,Phạm Ngũ Lão,33,20.4528,106.463,12148,Xã,20.8685,106.112,29.32
33,True,329,Huyện,12148.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Xã Bắc Sơn,Tỉnh Hưng Yên,Xã Phạm Ngũ Lão,Phạm Ngũ Lão,33,20.4528,106.463,12148,Xã,20.8685,106.112,29.32
33,True,329,Huyện,12151.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Xã Bãi Sậy,Tỉnh Hưng Yên,Xã Phạm Ngũ Lão,Phạm Ngũ Lão,33,20.4528,106.463,12148,Xã,20.8685,106.112,29.32
33,True,329,Huyện,12154.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Xã Đào Dương,Tỉnh Hưng Yên,Xã Phạm Ngũ Lão,Phạm Ngũ Lão,33,20.4528,106.463,12148,Xã,20.8685,106.112,29.32
33,True,329,Huyện,12157.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Xã Quang Vinh,Tỉnh Hưng Yên,Xã Ân Thi,Ân Thi,33,20.4528,106.463,12142,Xã,20.8246,106.101,24.39
33,True,329,Huyện,12160.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Xã Vân Du,Tỉnh Hưng Yên,Xã Xuân Trúc,Xuân Trúc,33,20.4528,106.463,12166,Xã,20.8262,106.062,20.04
33,True,329,Huyện,12166.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Xã Xuân Trúc,Tỉnh Hưng Yên,Xã Xuân Trúc,Xuân Trúc,33,20.4528,106.463,12166,Xã,20.8262,106.062,20.04
33,True,329,Huyện,12169.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Xã Hoàng Hoa Thám,Tỉnh Hưng Yên,Xã Ân Thi,Ân Thi,33,20.4528,106.463,12142,Xã,20.8246,106.101,24.39
33,True,329,Huyện,12172.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Xã Quảng Lãng,Tỉnh Hưng Yên,Xã Xuân Trúc,Xuân Trúc,33,20.4528,106.463,12166,Xã,20.8262,106.062,20.04
33,True,329,Huyện,12175.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Xã Đa Lộc,Tỉnh Hưng Yên,Xã Nguyễn Trãi,Nguyễn Trãi,33,20.4528,106.463,12184,Xã,20.791,106.11,30.68
33,True,329,Huyện,12178.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Xã Đặng Lễ,Tỉnh Hưng Yên,Xã Nguyễn Trãi,Nguyễn Trãi,33,20.4528,106.463,12184,Xã,20.791,106.11,30.68
33,True,329,Huyện,12181.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Xã Cẩm Ninh,Tỉnh Hưng Yên,Xã Nguyễn Trãi,Nguyễn Trãi,33,20.4528,106.463,12184,Xã,20.791,106.11,30.68
33,True,329,Huyện,12184.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Xã Nguyễn Trãi,Tỉnh Hưng Yên,Xã Nguyễn Trãi,Nguyễn Trãi,33,20.4528,106.463,12184,Xã,20.791,106.11,30.68
33,True,329,Huyện,12190.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Xã Hồ Tùng Mậu,Tỉnh Hưng Yên,Xã Hồng Quang,Hồng Quang,33,20.4528,106.463,12196,Xã,20.7555,106.119,25.53
33,True,329,Huyện,12193.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Xã Tiền Phong,Tỉnh Hưng Yên,Xã Hồng Quang,Hồng Quang,33,20.4528,106.463,12196,Xã,20.7555,106.119,25.53
33,True,329,Huyện,12196.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Xã Hồng Quang,Tỉnh Hưng Yên,Xã Hồng Quang,Hồng Quang,33,20.4528,106.463,12196,Xã,20.7555,106.119,25.53
33,True,329,Huyện,12202.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Ân Thi,Xã Hạ Lễ,Tỉnh Hưng Yên,Xã Hồng Quang,Hồng Quang,33,20.4528,106.463,12196,Xã,20.7555,106.119,25.53
33,True,330,Huyện,12205.0,Thị trấn,True,False,Tỉnh Hưng Yên,Huyện Khoái Châu,Thị trấn Khoái Châu,Tỉnh Hưng Yên,Xã Khoái Châu,Khoái Châu,33,20.4528,106.463,12205,Xã,20.8167,105.971,29.35
33,True,330,Huyện,12208.0,Xã,True,False,Tỉnh Hưng Yên,Huyện Khoái Châu,Xã Đông Tảo,Tỉnh Hưng Yên,Xã Hoàn Long,Hoàn Long,33,20.4528,106.463,12070,Xã,20.9115,106.005,19.6
