provinceCode,isMergedProvince,districtCode,districtType,wardCode,wardType,isMergedWard,isDividedWard,province,district,ward,newProvince,newWard,newWardShort,newProvinceCode,newProvinceLat,newProvinceLon,newWardCode,newWardType,newWardLat,newWardLon,newWardAreaKm2
1,False,273,Huyện,9793.0,Xã,True,True,Thành phố Hà Nội,Huyện Đan Phượng,Xã Thọ Xuân,Thành phố Hà Nội,Xã Yên Lãng,Yên Lãng,01,21.0001,105.698,08980,Xã,21.1721,105.662,44.81
1,False,273,Huyện,9796.0,Xã,True,True,Thành phố Hà Nội,Huyện Đan Phượng,Xã Hồng Hà,Thành phố Hà Nội,Xã Mê Linh,Mê Linh,01,21.0001,105.698,09022,Xã,21.151,105.733,34.97
1,False,273,Huyện,9796.0,Xã,True,True,Thành phố Hà Nội,Huyện Đan Phượng,Xã Hồng Hà,Thành phố Hà Nội,Xã Liên Minh,Liên Minh,01,21.0001,105.698,09787,Xã,21.1277,105.646,23.57
1,False,273,Huyện,9796.0,Xã,True,True,Thành phố Hà Nội,Huyện Đan Phượng,Xã Hồng Hà,Thành phố Hà Nội,Xã Ô Diên,Ô Diên,01,21.0001,105.698,09817,Xã,21.1095,105.704,32.06
1,False,273,Huyện,9796.0,Xã,True,True,Thành phố Hà Nội,Huyện Đan Phượng,Xã Hồng Hà,Thành phố Hà Nội,Xã Yên Lãng,Yên Lãng,01,21.0001,105.698,08980,Xã,21.1721,105.662,44.81
1,False,273,Huyện,9799.0,Xã,True,True,Thành phố Hà Nội,Huyện Đan Phượng,Xã Liên Hồng,Thành phố Hà Nội,Xã Mê Linh,Mê Linh,01,21.0001,105.698,09022,Xã,21.151,105.733,34.97
1,False,273,Huyện,9799.0,Xã,True,True,Thành phố Hà Nội,Huyện Đan Phượng,Xã Liên Hồng,Thành phố Hà Nội,Xã Ô Diên,Ô Diên,01,21.0001,105.698,09817,Xã,21.1095,105.704,32.06
1,False,273,Huyện,9802.0,Xã,True,True,Thành phố Hà Nội,Huyện Đan Phượng,Xã Liên Hà,Thành phố Hà Nội,Xã Mê Linh,Mê Linh,01,21.0001,105.698,09022,Xã,21.151,105.733,34.97
1,False,273,Huyện,9802.0,Xã,True,True,Thành phố Hà Nội,Huyện Đan Phượng,Xã Liên Hà,Thành phố Hà Nội,Xã Ô Diên,Ô Diên,01,21.0001,105.698,09817,Xã,21.1095,105.704,32.06
1,False,273,Huyện,9805.0,Xã,True,False,Thành phố Hà Nội,Huyện Đan Phượng,Xã Hạ Mỗ,Thành phố Hà Nội,Xã Ô Diên,Ô Diên,01,21.0001,105.698,09817,Xã,21.1095,105.704,32.06
1,False,273,Huyện,9808.0,Xã,True,True,Thành phố Hà Nội,Huyện Đan Phượng,Xã Liên Trung,Thành phố Hà Nội,Xã Mê Linh,Mê Linh,01,21.0001,105.698,09022,Xã,21.151,105.733,34.97
1,False,273,Huyện,9808.0,Xã,True,True,Thành phố Hà Nội,Huyện Đan Phượng,Xã Liên Trung,Thành phố Hà Nội,Xã Ô Diên,Ô Diên,01,21.0001,105.698,09817,Xã,21.1095,105.704,32.06
1,False,273,Huyện,9811.0,Xã,True,False,Thành phố Hà Nội,Huyện Đan Phượng,Xã Phương Đình,Thành phố Hà Nội,Xã Liên Minh,Liên Minh,01,21.0001,105.698,09787,Xã,21.1277,105.646,23.57
1,False,273,Huyện,9814.0,Xã,True,False,Thành phố Hà Nội,Huyện Đan Phượng,Xã Thượng Mỗ,Thành phố Hà Nội,Xã Đan Phượng,Đan Phượng,01,21.0001,105.698,09784,Xã,21.0912,105.666,15.3
1,False,273,Huyện,9817.0,Xã,True,False,Thành phố Hà Nội,Huyện Đan Phượng,Xã Tân Hội,Thành phố Hà Nội,Xã Ô Diên,Ô Diên,01,21.0001,105.698,09817,Xã,21.1095,105.704,32.06
1,False,273,Huyện,9820.0,Xã,True,True,Thành phố Hà Nội,Huyện Đan Phượng,Xã Tân Lập,Thành phố Hà Nội,Xã Ô Diên,Ô Diên,01,21.0001,105.698,09817,Xã,21.1095,105.704,32.06
1,False,273,Huyện,9820.0,Xã,True,True,Thành phố Hà Nội,Huyện Đan Phượng,Xã Tân Lập,Thành phố Hà Nội,Xã Hoài Đức,Hoài Đức,01,21.0001,105.698,09832,Xã,21.062,105.705,16.73
1,False,273,Huyện,9823.0,Xã,True,False,Thành phố Hà Nội,Huyện Đan Phượng,Xã Đan Phượng,Thành phố Hà Nội,Xã Đan Phượng,Đan Phượng,01,21.0001,105.698,09784,Xã,21.0912,105.666,15.3
1,False,273,Huyện,9826.0,Xã,True,False,Thành phố Hà Nội,Huyện Đan Phượng,Xã Đồng Tháp,Thành phố Hà Nội,Xã Đan Phượng,Đan Phượng,01,21.0001,105.698,09784,Xã,21.0912,105.666,15.3
1,False,273,Huyện,9829.0,Xã,True,False,Thành phố Hà Nội,Huyện Đan Phượng,Xã Song Phượng,Thành phố Hà Nội,Xã Đan Phượng,Đan Phượng,01,21.0001,105.698,09784,Xã,21.0912,105.666,15.3
1,False,274,Huyện,9832.0,Thị trấn,True,False,Thành phố Hà Nội,Huyện Hoài Đức,Thị trấn Trạm Trôi,Thành phố Hà Nội,Xã Hoài Đức,Hoài Đức,01,21.0001,105.698,09832,Xã,21.062,105.705,16.73
1,False,274,Huyện,9835.0,Xã,True,False,Thành phố Hà Nội,Huyện Hoài Đức,Xã Đức Thượng,Thành phố Hà Nội,Xã Hoài Đức,Hoài Đức,01,21.0001,105.698,09832,Xã,21.062,105.705,16.73
1,False,274,Huyện,9838.0,Xã,True,False,Thành phố Hà Nội,Huyện Hoài Đức,Xã Minh Khai,Thành phố Hà Nội,Xã Dương Hòa,Dương Hòa,01,21.0001,105.698,09856,Xã,21.0489,105.673,17.41
1,False,274,Huyện,9841.0,Xã,True,False,Thành phố Hà Nội,Huyện Hoài Đức,Xã Dương Liễu,Thành phố Hà Nội,Xã Dương Hòa,Dương Hòa,01,21.0001,105.698,09856,Xã,21.0489,105.673,17.41
1,False,274,Huyện,9844.0,Xã,True,False,Thành phố Hà Nội,Huyện Hoài Đức,Xã Di Trạch,Thành phố Hà Nội,Xã Hoài Đức,Hoài Đức,01,21.0001,105.698,09832,Xã,21.062,105.705,16.73
1,False,274,Huyện,9847.0,Xã,True,False,Thành phố Hà Nội,Huyện Hoài Đức,Xã Đức Giang,Thành phố Hà Nội,Xã Hoài Đức,Hoài Đức,01,21.0001,105.698,09832,Xã,21.062,105.705,16.73
1,False,274,Huyện,9850.0,Xã,True,False,Thành phố Hà Nội,Huyện Hoài Đức,Xã Cát Quế,Thành phố Hà Nội,Xã Dương Hòa,Dương Hòa,01,21.0001,105.698,09856,Xã,21.0489,105.673,17.41
1,False,274,Huyện,9853.0,Xã,True,True,Thành phố Hà Nội,Huyện Hoài Đức,Xã Kim Chung,Thành phố Hà Nội,Xã Hoài Đức,Hoài Đức,01,21.0001,105.698,09832,Xã,21.062,105.705,16.73
1,False,274,Huyện,9853.0,Xã,True,True,Thành phố Hà Nội,Huyện Hoài Đức,Xã Kim Chung,Thành phố Hà Nội,Phường Tây Tựu,Tây Tựu,01,21.0001,105.698,00613,Phường,21.0642,105.739,7.54
1,False,274,Huyện,9856.0,Xã,True,False,Thành phố Hà Nội,Huyện Hoài Đức,Xã Yên Sở,Thành phố Hà Nội,Xã Dương Hòa,Dương Hòa,01,21.0001,105.698,09856,Xã,21.0489,105.673,17.41
1,False,274,Huyện,9859.0,Xã,True,False,Thành phố Hà Nội,Huyện Hoài Đức,Xã Sơn Đồng,Thành phố Hà Nội,Xã Sơn Đồng,Sơn Đồng,01,21.0001,105.698,09871,Xã,21.024,105.705,21.57
1,False,274,Huyện,9862.0,Xã,True,True,Thành phố Hà Nội,Huyện Hoài Đức,Xã Vân Canh,Thành phố Hà Nội,Xã Sơn Đồng,Sơn Đồng,01,21.0001,105.698,09871,Xã,21.024,105.705,21.57
1,False,274,Huyện,9862.0,Xã,True,True,Thành phố Hà Nội,Huyện Hoài Đức,Xã Vân Canh,Thành phố Hà Nội,Phường Xuân Phương,Xuân Phương,01,21.0001,105.698,00622,Phường,21.0296,105.745,10.81
1,False,274,Huyện,9865.0,Xã,True,False,Thành phố Hà Nội,Huyện Hoài Đức,Xã Đắc Sở,Thành phố Hà Nội,Xã Dương Hòa,Dương Hòa,01,21.0001,105.698,09856,Xã,21.0489,105.673,17.41
1,False,274,Huyện,9868.0,Xã,True,False,Thành phố Hà Nội,Huyện Hoài Đức,Xã Lại Yên,Thành phố Hà Nội,Xã Sơn Đồng,Sơn Đồng,01,21.0001,105.698,09871,Xã,21.024,105.705,21.57
1,False,274,Huyện,9871.0,Xã,True,False,Thành phố Hà Nội,Huyện Hoài Đức,Xã Tiền Yên,Thành phố Hà Nội,Xã Sơn Đồng,Sơn Đồng,01,21.0001,105.698,09871,Xã,21.024,105.705,21.57
1,False,274,Huyện,9874.0,Xã,True,True,Thành phố Hà Nội,Huyện Hoài Đức,Xã Song Phương,Thành phố Hà Nội,Xã An Khánh,An Khánh,01,21.0001,105.698,09877,Xã,20.9876,105.708,28.69
1,False,274,Huyện,9874.0,Xã,True,True,Thành phố Hà Nội,Huyện Hoài Đức,Xã Song Phương,Thành phố Hà Nội,Xã Sơn Đồng,Sơn Đồng,01,21.0001,105.698,09871,Xã,21.024,105.705,21.57
1,False,274,Huyện,9877.0,Xã,True,True,Thành phố Hà Nội,Huyện Hoài Đức,Xã An Khánh,Thành phố Hà Nội,Xã An Khánh,An Khánh,01,21.0001,105.698,09877,Xã,20.9876,105.708,28.69
1,False,274,Huyện,9877.0,Xã,True,True,Thành phố Hà Nội,Huyện Hoài Đức,Xã An Khánh,Thành phố Hà Nội,Xã Sơn Đồng,Sơn Đồng,01,21.0001,105.698,09871,Xã,21.024,105.705,21.57
1,False,274,Huyện,9877.0,Xã,True,True,Thành phố Hà Nội,Huyện Hoài Đức,Xã An Khánh,Thành phố Hà Nội,Phường Tây Mỗ,Tây Mỗ,01,21.0001,105.698,00634,Phường,21.0009,105.747,5.56
1,False,274,Huyện,9880.0,Xã,True,True,Thành phố Hà Nội,Huyện Hoài Đức,Xã An Thượng,Thành phố Hà Nội,Xã An Khánh,An Khánh,01,21.0001,105.698,09877,Xã,20.9876,105.708,28.69
1,False,274,Huyện,9880.0,Xã,True,True,Thành phố Hà Nội,Huyện Hoài Đức,Xã An Thượng,Thành phố Hà Nội,Xã Sơn Đồng,Sơn Đồng,01,21.0001,105.698,09871,Xã,21.024,105.705,21.57
1,False,274,Huyện,9883.0,Xã,True,True,Thành phố Hà Nội,Huyện Hoài Đức,Xã Vân Côn,Thành phố Hà Nội,Xã An Khánh,An Khánh,01,21.0001,105.698,09877,Xã,20.9876,105.708,28.69
1,False,274,Huyện,9883.0,Xã,True,True,Thành phố Hà Nội,Huyện Hoài Đức,Xã Vân Côn,Thành phố Hà Nội,Xã Sơn Đồng,Sơn Đồng,01,21.0001,105.698,09871,Xã,21.024,105.705,21.57
1,False,274,Huyện,9889.0,Xã,True,True,Thành phố Hà Nội,Huyện Hoài Đức,Xã La Phù,Thành phố Hà Nội,Xã An Khánh,An Khánh,01,21.0001,105.698,09877,Xã,20.9876,105.708,28.69
1,False,274,Huyện,9889.0,Xã,True,True,Thành phố Hà Nội,Huyện Hoài Đức,Xã La Phù,Thành phố Hà Nội,Phường Dương Nội,Dương Nội,01,21.0001,105.698,09886,Phường,20.975,105.749,7.9
1,False,274,Huyện,9892.0,Xã,True,False,Thành phố Hà Nội,Huyện Hoài Đức,Xã Đông La,Thành phố Hà Nội,Xã An Khánh,An Khánh,01,21.0001,105.698,09877,Xã,20.9876,105.708,28.69
1,False,275,Huyện,4939.0,Xã,True,False,Thành phố Hà Nội,Huyện Quốc Oai,Xã Đông Xuân,Thành phố Hà Nội,Xã Yên Xuân,Yên Xuân,01,21.0001,105.698,04930,Xã,20.978,105.47,78.01
1,False,275,Huyện,9895.0,Thị trấn,True,True,Thành phố Hà Nội,Huyện Quốc Oai,Thị trấn Quốc Oai,Thành phố Hà Nội,Xã Quốc Oai,Quốc Oai,01,21.0001,105.698,09895,Xã,21.0114,105.649,24.0
1,False,275,Huyện,9895.0,Thị trấn,True,True,Thành phố Hà Nội,Huyện Quốc Oai,Thị trấn Quốc Oai,Thành phố Hà Nội,Xã Tây Phương,Tây Phương,01,21.0001,105.698,10003,Xã,21.0367,105.611,31.06
1,False,275,Huyện,9898.0,Xã,True,False,Thành phố Hà Nội,Huyện Quốc Oai,Xã Sài Sơn,Thành phố Hà Nội,Xã Quốc Oai,Quốc Oai,01,21.0001,105.698,09895,Xã,21.0114,105.649,24.0
1,False,275,Huyện,9904.0,Xã,True,True,Thành phố Hà Nội,Huyện Quốc Oai,Xã Phượng Sơn,Thành phố Hà Nội,Xã Quốc Oai,Quốc Oai,01,21.0001,105.698,09895,Xã,21.0114,105.649,24.0
1,False,275,Huyện,9904.0,Xã,True,True,Thành phố Hà Nội,Huyện Quốc Oai,Xã Phượng Sơn,Thành phố Hà Nội,Xã Tây Phương,Tây Phương,01,21.0001,105.698,10003,Xã,21.0367,105.611,31.06
1,False,275,Huyện,9907.0,Xã,True,True,Thành phố Hà Nội,Huyện Quốc Oai,Xã Ngọc Liệp,Thành phố Hà Nội,Xã Kiều Phú,Kiều Phú,01,21.0001,105.698,09910,Xã,20.975,105.607,34.53
1,False,275,Huyện,9907.0,Xã,True,True,Thành phố Hà Nội,Huyện Quốc Oai,Xã Ngọc Liệp,Thành phố Hà Nội,Xã Tây Phương,Tây Phương,01,21.0001,105.698,10003,Xã,21.0367,105.611,31.06
1,False,275,Huyện,9910.0,Xã,True,True,Thành phố Hà Nội,Huyện Quốc Oai,Xã Ngọc Mỹ,Thành phố Hà Nội,Xã Kiều Phú,Kiều Phú,01,21.0001,105.698,09910,Xã,20.975,105.607,34.53
1,False,275,Huyện,9910.0,Xã,True,True,Thành phố Hà Nội,Huyện Quốc Oai,Xã Ngọc Mỹ,Thành phố Hà Nội,Xã Quốc Oai,Quốc Oai,01,21.0001,105.698,09895,Xã,21.0114,105.649,24.0
1,False,275,Huyện,9916.0,Xã,True,False,Thành phố Hà Nội,Huyện Quốc Oai,Xã Thạch Thán,Thành phố Hà Nội,Xã Quốc Oai,Quốc Oai,01,21.0001,105.698,09895,Xã,21.0114,105.649,24.0
1,False,275,Huyện,9919.0,Xã,True,False,Thành phố Hà Nội,Huyện Quốc Oai,Xã Đồng Quang,Thành phố Hà Nội,Xã Hưng Đạo,Hưng Đạo,01,21.0001,105.698,09931,Xã,20.9673,105.67,24.9
1,False,275,Huyện,9922.0,Xã,True,True,Thành phố Hà Nội,Huyện Quốc Oai,Xã Phú Cát,Thành phố Hà Nội,Xã Hạ Bằng,Hạ Bằng,01,21.0001,105.698,09982,Xã,21.0202,105.561,32.14
1,False,275,Huyện,9922.0,Xã,True,True,Thành phố Hà Nội,Huyện Quốc Oai,Xã Phú Cát,Thành phố Hà Nội,Xã Phú Cát,Phú Cát,01,21.0001,105.698,09952,Xã,20.9461,105.56,51.21
1,False,275,Huyện,9925.0,Xã,True,False,Thành phố Hà Nội,Huyện Quốc Oai,Xã Tuyết Nghĩa,Thành phố Hà Nội,Xã Kiều Phú,Kiều Phú,01,21.0001,105.698,09910,Xã,20.975,105.607,34.53
1,False,275,Huyện,9928.0,Xã,True,False,Thành phố Hà Nội,Huyện Quốc Oai,Xã Liệp Nghĩa,Thành phố Hà Nội,Xã Kiều Phú,Kiều Phú,01,21.0001,105.698,09910,Xã,20.975,105.607,34.53
1,False,275,Huyện,9931.0,Xã,True,False,Thành phố Hà Nội,Huyện Quốc Oai,Xã Cộng Hòa,Thành phố Hà Nội,Xã Hưng Đạo,Hưng Đạo,01,21.0001,105.698,09931,Xã,20.9673,105.67,24.9
1,False,275,Huyện,9934.0,Xã,True,False,Thành phố Hà Nội,Huyện Quốc Oai,Xã Hưng Đạo,Thành phố Hà Nội,Xã Hưng Đạo,Hưng Đạo,01,21.0001,105.698,09931,Xã,20.9673,105.67,24.9
1,False,275,Huyện,9940.0,Xã,True,False,Thành phố Hà Nội,Huyện Quốc Oai,Xã Phú Mãn,Thành phố Hà Nội,Xã Phú Cát,Phú Cát,01,21.0001,105.698,09952,Xã,20.9461,105.56,51.21
1,False,275,Huyện,9943.0,Xã,True,False,Thành phố Hà Nội,Huyện Quốc Oai,Xã Cấn Hữu,Thành phố Hà Nội,Xã Kiều Phú,Kiều Phú,01,21.0001,105.698,09910,Xã,20.975,105.607,34.53
1,False,275,Huyện,9949.0,Xã,True,False,Thành phố Hà Nội,Huyện Quốc Oai,Xã Hòa Thạch,Thành phố Hà Nội,Xã Phú Cát,Phú Cát,01,21.0001,105.698,09952,Xã,20.9461,105.56,51.21
1,False,275,Huyện,9952.0,Xã,True,False,Thành phố Hà Nội,Huyện Quốc Oai,Xã Đông Yên,Thành phố Hà Nội,Xã Phú Cát,Phú Cát,01,21.0001,105.698,09952,Xã,20.9461,105.56,51.21
1,False,276,Huyện,4927.0,Xã,True,False,Thành phố Hà Nội,Huyện Thạch Thất,Xã Yên Trung,Thành phố Hà Nội,Xã Yên Xuân,Yên Xuân,01,21.0001,105.698,04930,Xã,20.978,105.47,78.01
1,False,276,Huyện,4930.0,Xã,True,False,Thành phố Hà Nội,Huyện Thạch Thất,Xã Yên Bình,Thành phố Hà Nội,Xã Yên Xuân,Yên Xuân,01,21.0001,105.698,04930,Xã,20.978,105.47,78.01
1,False,276,Huyện,4936.0,Xã,True,True,Thành phố Hà Nội,Huyện Thạch Thất,Xã Tiến Xuân,Thành phố Hà Nội,Xã Hòa Lạc,Hòa Lạc,01,21.0001,105.698,09988,Xã,21.0119,105.514,35.37
1,False,276,Huyện,4936.0,Xã,True,True,Thành phố Hà Nội,Huyện Thạch Thất,Xã Tiến Xuân,Thành phố Hà Nội,Xã Yên Xuân,Yên Xuân,01,21.0001,105.698,04930,Xã,20.978,105.47,78.01
1,False,276,Huyện,9955.0,Thị trấn,True,False,Thành phố Hà Nội,Huyện Thạch Thất,Thị trấn Liên Quan,Thành phố Hà Nội,Xã Thạch Thất,Thạch Thất,01,21.0001,105.698,09955,Xã,21.0791,105.559,31.93
1,False,276,Huyện,9958.0,Xã,True,False,Thành phố Hà Nội,Huyện Thạch Thất,Xã Đại Đồng,Thành phố Hà Nội,Xã Thạch Thất,Thạch Thất,01,21.0001,105.698,09955,Xã,21.0791,105.559,31.93
1,False,276,Huyện,9961.0,Xã,True,False,Thành phố Hà Nội,Huyện Thạch Thất,Xã Cẩm Yên,Thành phố Hà Nội,Xã Thạch Thất,Thạch Thất,01,21.0001,105.698,09955,Xã,21.0791,105.559,31.93
1,False,276,Huyện,9964.0,Xã,True,False,Thành phố Hà Nội,Huyện Thạch Thất,Xã Lại Thượng,Thành phố Hà Nội,Xã Thạch Thất,Thạch Thất,01,21.0001,105.698,09955,Xã,21.0791,105.559,31.93
1,False,276,Huyện,9967.0,Xã,True,False,Thành phố Hà Nội,Huyện Thạch Thất,Xã Phú Kim,Thành phố Hà Nội,Xã Thạch Thất,Thạch Thất,01,21.0001,105.698,09955,Xã,21.0791,105.559,31.93
1,False,276,Huyện,9970.0,Xã,True,False,Thành phố Hà Nội,Huyện Thạch Thất,Xã Hương Ngải,Thành phố Hà Nội,Xã Tây Phương,Tây Phương,01,21.0001,105.698,10003,Xã,21.0367,105.611,31.06
1,False,276,Huyện,9973.0,Xã,True,False,Thành phố Hà Nội,Huyện Thạch Thất,Xã Lam Sơn,Thành phố Hà Nội,Xã Tây Phương,Tây Phương,01,21.0001,105.698,10003,Xã,21.0367,105.611,31.06
1,False,276,Huyện,9976.0,Xã,True,False,Thành phố Hà Nội,Huyện Thạch Thất,Xã Kim Quan,Thành phố Hà Nội,Xã Thạch Thất,Thạch Thất,01,21.0001,105.698,09955,Xã,21.0791,105.559,31.93
1,False,276,Huyện,9982.0,Xã,True,True,Thành phố Hà Nội,Huyện Thạch Thất,Xã Bình Yên,Thành phố Hà Nội,Xã Hạ Bằng,Hạ Bằng,01,21.0001,105.698,09982,Xã,21.0202,105.561,32.14
1,False,276,Huyện,9982.0,Xã,True,True,Thành phố Hà Nội,Huyện Thạch Thất,Xã Bình Yên,Thành phố Hà Nội,Xã Hòa Lạc,Hòa Lạc,01,21.0001,105.698,09988,Xã,21.0119,105.514,35.37
1,False,276,Huyện,9988.0,Xã,True,True,Thành phố Hà Nội,Huyện Thạch Thất,Xã Thạch Hòa,Thành phố Hà Nội,Xã Hòa Lạc,Hòa Lạc,01,21.0001,105.698,09988,Xã,21.0119,105.514,35.37
1,False,276,Huyện,9988.0,Xã,True,True,Thành phố Hà Nội,Huyện Thạch Thất,Xã Thạch Hòa,Thành phố Hà Nội,Xã Yên Bài,Yên Bài,01,21.0001,105.698,09706,Xã,21.0536,105.419,68.19
1,False,276,Huyện,9988.0,Xã,True,True,Thành phố Hà Nội,Huyện Thạch Thất,Xã Thạch Hòa,Thành phố Hà Nội,Xã Yên Xuân,Yên Xuân,01,21.0001,105.698,04930,Xã,20.978,105.47,78.01
1,False,276,Huyện,9991.0,Xã,True,False,Thành phố Hà Nội,Huyện Thạch Thất,Xã Cần Kiệm,Thành phố Hà Nội,Xã Hạ Bằng,Hạ Bằng,01,21.0001,105.698,09982,Xã,21.0202,105.561,32.14
1,False,276,Huyện,9997.0,Xã,True,False,Thành phố Hà Nội,Huyện Thạch Thất,Xã Phùng Xá,Thành phố Hà Nội,Xã Tây Phương,Tây Phương,01,21.0001,105.698,10003,Xã,21.0367,105.611,31.06
1,False,276,Huyện,10000.0,Xã,True,True,Thành phố Hà Nội,Huyện Thạch Thất,Xã Tân Xã,Thành phố Hà Nội,Xã Hạ Bằng,Hạ Bằng,01,21.0001,105.698,09982,Xã,21.0202,105.561,32.14
1,False,276,Huyện,10000.0,Xã,True,True,Thành phố Hà Nội,Huyện Thạch Thất,Xã Tân Xã,Thành phố Hà Nội,Xã Hòa Lạc,Hòa Lạc,01,21.0001,105.698,09988,Xã,21.0119,105.514,35.37
1,False,276,Huyện,10003.0,Xã,True,False,Thành phố Hà Nội,Huyện Thạch Thất,Xã Thạch Xá,Thành phố Hà Nội,Xã Tây Phương,Tây Phương,01,21.0001,105.698,10003,Xã,21.0367,105.611,31.06
1,False,276,Huyện,10006.0,Xã,True,True,Thành phố Hà Nội,Huyện Thạch Thất,Xã Quang Trung,Thành phố Hà Nội,Xã Kiều Phú,Kiều Phú,01,21.0001,105.698,09910,Xã,20.975,105.607,34.53
1,False,276,Huyện,10006.0,Xã,True,True,Thành phố Hà Nội,Huyện Thạch Thất,Xã Quang Trung,Thành phố Hà Nội,Xã Tây Phương,Tây Phương,01,21.0001,105.698,10003,Xã,21.0367,105.611,31.06
1,False,276,Huyện,10009.0,Xã,True,True,Thành phố Hà Nội,Huyện Thạch Thất,Xã Hạ Bằng,Thành phố Hà Nội,Xã Hạ Bằng,Hạ Bằng,01,21.0001,105.698,09982,Xã,21.0202,105.561,32.14
1,False,276,Huyện,10009.0,Xã,True,True,Thành phố Hà Nội,Huyện Thạch Thất,Xã Hạ Bằng,Thành phố Hà Nội,Xã Hòa Lạc,Hòa Lạc,01,21.0001,105.698,09988,Xã,21.0119,105.514,35.37
1,False,276,Huyện,10012.0,Xã,True,False,Thành phố Hà Nội,Huyện Thạch Thất,Xã Đồng Trúc,Thành phố Hà Nội,Xã Hạ Bằng,Hạ Bằng,01,21.0001,105.698,09982,Xã,21.0202,105.561,32.14
1,False,277,Huyện,10015.0,Thị trấn,True,False,Thành phố Hà Nội,Huyện Chương Mỹ,Thị trấn Chúc Sơn,Thành phố Hà Nội,Phường Chương Mỹ,Chương Mỹ,01,21.0001,105.698,10015,Phường,20.9248,105.699,38.9
1,False,277,Huyện,10018.0,Thị trấn,True,False,Thành phố Hà Nội,Huyện Chương Mỹ,Thị trấn Xuân Mai,Thành phố Hà Nội,Xã Xuân Mai,Xuân Mai,01,21.0001,105.698,10045,Xã,20.8731,105.593,50.72
1,False,277,Huyện,10021.0,Xã,True,False,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Phụng Châu,Thành phố Hà Nội,Phường Chương Mỹ,Chương Mỹ,01,21.0001,105.698,10015,Phường,20.9248,105.699,38.9
1,False,277,Huyện,10024.0,Xã,True,False,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Tiên Phương,Thành phố Hà Nội,Phường Chương Mỹ,Chương Mỹ,01,21.0001,105.698,10015,Phường,20.9248,105.699,38.9
1,False,277,Huyện,10027.0,Xã,True,False,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Đông Sơn,Thành phố Hà Nội,Xã Phú Nghĩa,Phú Nghĩa,01,21.0001,105.698,10030,Xã,20.9182,105.642,40.25
1,False,277,Huyện,10030.0,Xã,True,False,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Đông Phương Yên,Thành phố Hà Nội,Xã Phú Nghĩa,Phú Nghĩa,01,21.0001,105.698,10030,Xã,20.9182,105.642,40.25
1,False,277,Huyện,10033.0,Xã,True,False,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Phú Nghĩa,Thành phố Hà Nội,Xã Phú Nghĩa,Phú Nghĩa,01,21.0001,105.698,10030,Xã,20.9182,105.642,40.25
1,False,277,Huyện,10039.0,Xã,True,False,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Trường Yên,Thành phố Hà Nội,Xã Phú Nghĩa,Phú Nghĩa,01,21.0001,105.698,10030,Xã,20.9182,105.642,40.25
1,False,277,Huyện,10042.0,Xã,True,False,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Ngọc Hòa,Thành phố Hà Nội,Phường Chương Mỹ,Chương Mỹ,01,21.0001,105.698,10015,Phường,20.9248,105.699,38.9
1,False,277,Huyện,10045.0,Xã,True,False,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Thủy Xuân Tiên,Thành phố Hà Nội,Xã Xuân Mai,Xuân Mai,01,21.0001,105.698,10045,Xã,20.8731,105.593,50.72
1,False,277,Huyện,10048.0,Xã,True,False,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Thanh Bình,Thành phố Hà Nội,Xã Phú Nghĩa,Phú Nghĩa,01,21.0001,105.698,10030,Xã,20.9182,105.642,40.25
1,False,277,Huyện,10051.0,Xã,True,False,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Trung Hòa,Thành phố Hà Nội,Xã Phú Nghĩa,Phú Nghĩa,01,21.0001,105.698,10030,Xã,20.9182,105.642,40.25
1,False,277,Huyện,10054.0,Xã,True,False,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Đại Yên,Thành phố Hà Nội,Phường Chương Mỹ,Chương Mỹ,01,21.0001,105.698,10015,Phường,20.9248,105.699,38.9
1,False,277,Huyện,10057.0,Xã,True,False,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Thụy Hương,Thành phố Hà Nội,Phường Chương Mỹ,Chương Mỹ,01,21.0001,105.698,10015,Phường,20.9248,105.699,38.9
1,False,277,Huyện,10060.0,Xã,True,False,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Tốt Động,Thành phố Hà Nội,Xã Quảng Bị,Quảng Bị,01,21.0001,105.698,10072,Xã,20.873,105.703,37.14
1,False,277,Huyện,10063.0,Xã,True,True,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Lam Điền,Thành phố Hà Nội,Xã Bình Minh,Bình Minh,01,21.0001,105.698,10126,Xã,20.904,105.762,29.86
1,False,277,Huyện,10063.0,Xã,True,True,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Lam Điền,Thành phố Hà Nội,Xã Quảng Bị,Quảng Bị,01,21.0001,105.698,10072,Xã,20.873,105.703,37.14
